region,scenario,2021,2030,2040,2050
IDN,high,1959.83,947.5544982,743.1741539,537.2901825
IDN,low,851.3610057,457.0198544,344.347637,229.1076558
IDN,medium,1264.5,789.6287485,619.3117949,447.7418188
