region,group,scenario,2022,2030,2040,2050
TUR,0,high,11571000.0,11571000.0,11571000.0,11571000.0
TUR,1,high,14829000.0,14829000.0,14829000.0,14829000.0
TUR,2,high,11592000.0,11592000.0,11592000.0,11592000.0
TUR,3,high,18565000.0,18565000.0,18565000.0,18565000.0
TUR,4,high,11095000.0,11095000.0,11095000.0,11095000.0
TUR,5,high,11814000.0,11814000.0,11814000.0,11814000.0
TUR,6,high,10224000.0,10224000.0,10224000.0,10224000.0
TUR,7,high,10483000.0,10483000.0,10483000.0,10483000.0
TUR,8,high,9975000.0,9975000.0,9975000.0,9975000.0
TUR,9,high,1078000.0,1078000.0,1078000.0,1078000.0
