region,group,scenario,2022,2030,2040,2050
FRA,0,high,10641.914672416848,3206.3274099943824,3012.9416972688364,2819.9177067551905
FRA,1,high,11238.943598787506,3386.2076543026205,3181.972684841046,2978.119730802742
FRA,2,high,11339.357811704715,3416.4616878238585,3210.401983365762,3004.7277074433587
FRA,3,high,12931.018966664713,3896.017007112328,3661.033510616383,3426.4895437470745
FRA,4,high,13994.436300853655,4216.416507750201,3962.108507588587,3708.276182961773
FRA,5,high,15539.355089324203,4681.888709902669,4399.5063236734995,4117.652125281524
FRA,6,high,16348.451010062792,4925.663115903371,4628.577774791387,4332.048122955484
FRA,7,high,18228.741128127862,5492.180131861036,5160.926010430294,4830.29148996083
FRA,8,high,20898.166174844464,6296.457459736788,5916.694335826915,5537.641547521694
FRA,9,high,25372.267603286196,7644.469963754527,7183.403115827003,6723.198679696699
