Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,8.04839683,G$/GWp,262800,h,WINDOUT,24,0,311.181,GWp,0.02,0.1,GWp,0.005,IDN
2,9.094879403,G$/GWp,262800,h,WINDOUT,24,0,57.516,GWp,0.02,0.1,GWp,0.005,MYS
3,9.08605419,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,0.02,0.1,GWp,0.005,BRN
4,9.892051344,G$/GWp,262800,h,WINDOUT,24,0,8.454,GWp,0.02,0.1,GWp,0.005,KHM
5,5.230119554,G$/GWp,219000,h,WINDOUT,24,0,241.444,GWp,0.02,0.1,GWp,0.005,MMR
6,1242.955192,G$/GWp,262800,h,WINDOUT,24,0,37.281,GWp,0.02,0.1,GWp,0.005,PHL
7,8.922440226,G$/GWp,262800,h,WINDOUT,24,0,38.079,GWp,0.02,0.1,GWp,0.005,THA
8,9.052809139,G$/GWp,262800,h,WINDOUT,24,0,58.86,GWp,0.02,0.1,GWp,0.005,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,0.02,0.1,GWp,0.005,LAO
10,6.544642133,G$/GWp,219000,h,WINDOUT,24,0,2068.389,GWp,0.02,0.1,GWp,0.005,AUS
11,4.314817601,G$/GWp,219000,h,WINDOUT,24,0,92.223,GWp,0.02,0.1,GWp,0.005,SAU
12,4.284687177,G$/GWp,219000,h,WINDOUT,24,0,162.512,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,4.553242825,G$/GWp,219000,h,WINDOUT,24,0,32.729,GWp,0.02,0.1,GWp,0.005,MAR
15,4.233063273,G$/GWp,219000,h,WINDOUT,24,0,0.504,GWp,0.02,0.1,GWp,0.005,KEN
16,100,G$/GWp,219000,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,ZAF
17,6.351921029,G$/GWp,262800,h,WINDOUT,24,0,22.185,GWp,0.02,0.1,GWp,0.005,KOR
18,4.666341795,G$/GWp,219000,h,WINDOUT,24,0,32.424,GWp,0.02,0.1,GWp,0.005,EGY
19,4.978129709,G$/GWp,219000,h,WINDOUT,24,0,28.371,GWp,0.02,0.1,GWp,0.005,NGA
20,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,BRA
21,4.479860483,G$/GWp,262800,h,WINDOUT,24,0,19.131,GWp,0.02,0.1,GWp,0.005,COL
22,4.516675975,G$/GWp,262800,h,WINDOUT,24,0,24.038,GWp,0.02,0.1,GWp,0.005,PER
23,4.462677668,G$/GWp,262800,h,WINDOUT,24,0,16.773,GWp,0.02,0.1,GWp,0.005,CHL
24,6.72319868,G$/GWp,219000,h,WINDOUT,24,0,115.919,GWp,0.02,0.1,GWp,0.005,FRA
25,5.253448387,G$/GWp,219000,h,WINDOUT,24,0,35.407,GWp,0.02,0.1,GWp,0.005,DEU
26,5.872878742,G$/GWp,219000,h,WINDOUT,24,0,566.418,GWp,0.02,0.1,GWp,0.005,USA
27,8.415471186,G$/GWp,219000,h,WINDOUT,24,0,2982.243,GWp,0.02,0.1,GWp,0.005,RUS
28,5.059678476,G$/GWp,219000,h,WINDOUT,24,0,396.715,GWp,0.02,0.1,GWp,0.005,CHN
29,4.544741803,G$/GWp,219000,h,WINDOUT,24,0,1.078,GWp,0.02,0.1,GWp,0.005,TUR
30,13.03136694,G$/GWp,219000,h,WINDOUT,24,0,260.076,GWp,0.02,0.1,GWp,0.005,JPN
