region,group,scenario,2022,2030,2040,2050
FRA,0,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
FRA,1,high,2700.0454550000004,1465.36,1135.84,806.3200000000002
FRA,2,high,2700.045455,1465.3599999999997,1135.84,806.3199999999999
FRA,3,high,2700.045455,1465.3599999999997,1135.8399999999997,806.32
FRA,4,high,2700.0454549999995,1465.36,1135.84,806.32
FRA,5,high,2700.045455,1465.36,1135.8399999999997,806.32
FRA,6,high,2700.045455,1465.3599999999997,1135.8399999999997,806.3199999999999
FRA,7,high,2700.0454549999995,1465.3599999999994,1135.8399999999997,806.32
FRA,8,high,2700.045455,1465.3599999999997,1135.8399999999997,806.3199999999999
FRA,9,high,2700.045455,1465.3599999999994,1135.8399999999997,806.32
