region,group,scenario,2022,2030,2040,2050
MMR,0,high,225276720.0,225276720.0,225276720.0,225276720.0
MMR,1,high,228520390.00000003,228520390.00000003,228520390.00000003,228520390.00000003
MMR,2,high,195397126.66666666,195397126.66666666,195397126.66666666,195397126.66666666
MMR,3,high,396839766.6666667,396839766.6666667,396839766.6666667,396839766.6666667
MMR,4,high,428483726.6666666,428483726.6666666,428483726.6666666,428483726.6666666
MMR,5,high,343685456.6666667,343685456.6666667,343685456.6666667,343685456.6666667
MMR,6,high,350679940.0,350679940.0,350679940.0,350679940.0
MMR,7,high,376342606.6666667,376342606.6666667,376342606.6666667,376342606.6666667
MMR,8,high,281598780.0,281598780.0,281598780.0,281598780.0
MMR,9,high,222737130.0,222737130.0,222737130.0,222737130.0
