region,group,scenario,2022,2030,2040,2050
EGY,0,high,5709.590462,2894.577731,2713.666623,2532.755515
EGY,1,high,6244.912129,3165.968505,2968.095474,2770.222442
EGY,2,high,6707.009593,3400.236977,3187.722166,2975.207355
EGY,3,high,7779.244025,3943.825161,3697.336088,3450.847015
EGY,4,high,8037.324144,4074.663435,3819.99697,3565.330506
EGY,5,high,8744.771614,4433.316426,4156.234149,3879.151872
EGY,6,high,8612.231292,4366.122768,4093.240095,3820.357422
EGY,7,high,9190.869792,4659.473777,4368.256665,4077.039554
EGY,8,high,9265.745528,4697.433353,4403.843769,4110.254184
EGY,9,high,10519.33377,5332.962052,4999.651924,4666.341795
