country_1,country_2,country_3,country_4,Mitigation_Potential(MtCO2e),Mitigation_Cost($/tCO2e),Mitigation_Potential_at_0($/tCO2e),Mitigation_Potential_at_10($/tCO2e),Mitigation_Potential_at_20($/tCO2e),Mitigation_Potential_at_50($/tCO2e),Mitigation_Potential_at_Average_0($/tCO2e),Mitigation_Potential_at_Average_10($/tCO2e),Mitigation_Potential_at_Average_20($/tCO2e),Mitigation_Potential_at_Average_50($/tCO2e),BAU_Emissions(MtCO2e)
ID,BN,TH,,1053.8323575590907,21.57838301477556,786.0605530050133,818.7750120534299,841.8039015258556,919.5249469828929,986.6886970116116,1020.2715590191602,1020.2715590191602,1053.8323575590907,1053.860870362636
ID,KH,,,800.359362818819,25.381482809086627,593.0872833244963,618.9962910533748,640.2874902860403,696.7233218197074,748.541342319403,774.4503525690183,774.4503525690183,800.359362818819,800.3593628189293
ID,KH,LA,,806.9660206038204,25.326935285787506,597.6756327275109,623.8369284736807,645.5728165044866,702.320825104488,754.643422837609,780.8047217274686,780.8047217274686,806.9660206038204,806.9660206039707
ID,KH,VN,,1152.9488414433706,22.22174770792625,861.9492762566597,898.3242159490192,934.6991624449569,1007.449055444203,1080.198948443994,1116.5738949438114,1116.5738949438114,1152.9488414433706,1152.948841443685
ID,LA,,,782.2141070836524,24.240420132623242,581.8976004269579,606.9371617213924,625.7712856850819,682.0558525840112,732.1349798173189,757.1745434572856,757.1745434572856,782.2141070836524,782.2141070837426
ID,MY,,,965.4520667344681,24.47306464002207,671.6119860988692,713.5828740186573,772.3616772649293,839.5174246741465,881.4956386614074,923.4738526482535,923.4738526482535,965.4520667344681,965.4520667344681
ID,MY,PH,,1151.302121921586,24.109223205330906,854.2557443029922,854.2557443029922,903.7634331909011,1002.7788935772072,1052.2866368426492,1101.794379181079,1101.794379181079,1151.302121921586,1151.302121921586
ID,MY,PH,KR,1466.439592055438,39.17309883638296,1007.8423997246251,1007.8423997246251,1007.8423997246251,1172.9504663891857,1269.897938256139,1335.4118228562172,1400.9257074556488,1466.439592055438,1466.4395920555417
ID,PH,,,961.4575044858192,23.88763739333354,710.4877378034678,741.828260095635,769.1242030086477,835.9550561309612,898.7062797400629,930.0818921096408,930.0818921096408,961.4575044858192,961.4575044858192
KE,,,,12.346918080598858,-28.11336216124974,8.858658582068175,8.858658582068175,9.104391571660871,9.104391571660871,12.346918080598858,12.346918080598858,12.346918080598858,12.346918080598858,12.34691808061131
KE,ZA,EG,NG,811.9961162300568,-19.9967441099257,700.0080479965256,708.3486329353905,723.1554162640933,730.77079809726,811.9961162300568,811.9961162300568,811.9961162300568,811.9961162300568,811.9961162303302
KH,,,,24.75191352022812,59.662603709073935,15.785246867502233,17.060014671152228,17.318580187478744,18.341997808882958,20.90596409159097,20.90596409159097,22.276722169486945,23.469930377789282,24.75191352022812
KH,TH,,,296.4059126044236,19.766265419170605,221.55349709709492,230.9100291512085,240.26658144444136,249.62313667414952,287.04935737974273,287.04935737974273,296.4059126044236,296.4059126044236,296.4059126044236
KH,TH,LA,,303.012570389465,19.743433163888742,226.14186867738408,235.7506644585992,245.3595072380481,254.96835106191867,293.40372652928954,293.40372652928954,303.012570389465,303.012570389465,303.012570389465
KH,TH,VN,,648.9953912291792,17.20356843761575,490.4160196449129,510.23795437088853,530.0604434247139,569.7054255268058,629.172899776848,629.172899776848,648.9953912291792,648.9953912291792,648.9953912291792
KH,TH,VN,LA,655.6020490142206,17.218813971383668,495.00440884483265,515.0785918041076,535.1533687933271,575.3029286114395,635.527268926267,635.527268926267,655.6020490142206,655.6020490142206,655.6020490142206
KH,VN,LA,,383.9480499300252,17.988401996290758,289.2288300514893,301.06832948627635,312.90828927772037,324.7482493482628,360.2681297118163,372.1080898110118,383.9480499300252,383.9480499300252,383.9480499300252
KR,,,,315.1372922693559,94.22242133521375,203.09416759339183,203.09416759339183,203.09416759339183,203.09416759339183,203.09416759339183,220.29437233781272,235.10672140898282,283.52286513994255,315.13747013395573
KR,ID,,,1090.7449194325923,44.488291013617605,780.403727235181,780.403727235181,780.403727235181,857.9890253008081,935.5743233328932,1013.1596213994736,1013.1596213994736,1090.7449194325923,1090.7449194326568
KR,ID,PH,,1276.5949746196493,41.2463585452317,913.5470822873491,913.5470822873491,913.5470822873491,1021.0747724203029,1140.4520150538897,1185.8330015870313,1231.2139880866896,1276.5949746196493,1276.5949746197748
KR,LA,,,321.7441279189473,92.65597968135604,207.68282672031745,207.68282672031745,207.68282672031745,207.68282672031745,207.68282672031745,240.2717699194812,240.2717699194812,289.4691114792636,321.74412791899715
KR,MY,,,504.9820875695762,68.27557264421993,297.3897953717519,297.3897953717519,297.3897953717519,353.1856503714045,366.58722610465963,403.7844627703089,435.7846568369115,470.3833722038207,504.9820875697226
KR,MY,ID,,1280.5895368682468,41.63353575529237,874.6990445366797,874.6990445366797,874.6990445366797,1024.2704222358568,1106.6364688023807,1164.6208248019561,1222.6051808357604,1280.5895368682468,1280.5895368684237
KR,MY,PH,,690.8321427566658,55.88543742505914,430.5331505571733,430.5331505571733,430.5331505571733,504.90429119120415,552.4645069239482,579.2754318239571,621.6483248237732,653.6465724571867,690.8321427568405
KR,PH,,,500.987525320987,67.50141092406383,336.2378331213248,336.2378331213248,336.2378331213248,336.2378331213248,383.30917375517555,406.8448440879317,430.38051438836,477.4518550079289,500.9875253210737
KR,TH,,,586.7914692180428,58.06144119894071,408.8699170187523,408.8699170187523,408.8699170187523,431.1101110531055,475.5904990849922,497.83069311898873,527.3699139521003,564.5512751954521,586.7914692181512
KR,TH,LA,,593.3981270030731,57.62341883196561,413.4582658046112,413.4582658046112,413.4582658046112,435.95074847050626,480.935713770402,503.42819640337643,533.3159059701492,570.9056443534955,593.3981270031926
KR,TH,VN,,939.3809478425911,41.91716982256041,677.7319056437047,677.7319056437047,677.7319056437047,743.1441662100232,808.5564267430588,873.9686873097132,873.9686873097132,939.3809478425911,939.3809478429068
KR,VN,LA,,674.3336065433613,52.07770997023964,476.5448153442609,476.5448153442609,476.5448153442609,501.2684142442563,550.7156120442033,600.1628098441175,624.8864087441776,649.6100076439113,674.3336065437528
LA,,,,6.6066577850414125,18.718841389136962,4.589991190192016,4.876678642042455,4.876678642042455,5.453338356375037,6.0299980707498255,6.318327927932753,6.6066577850414125,6.6066577850414125,6.6066577850414125
LA,BN,,,13.206079764622235,37.522513376779926,6.695081608520645,7.780247968138537,7.923658854784486,10.564869310508952,10.564869310508952,11.885474537461503,12.120913405460051,13.206079764622235,13.206079764780588
LA,KH,,,31.358571305269532,51.03652658040966,20.366383577482146,21.936693306599476,21.950999916806655,23.507006306866632,26.647632305768646,28.222714174873207,28.222714174873207,29.78825830561195,31.358571305269532
LA,MY,,,196.45127522067492,25.012616999313746,98.88366779675982,131.40620255514963,147.66747072108282,163.92873888813506,163.92873888813506,180.19000705473857,180.19000705473857,196.45127522067492,196.45127522080827
LA,TH,,,278.26065686923687,16.1925135781958,210.36386701845709,218.85089876062386,227.33800544279396,244.3122224110076,269.7735482544226,269.7735482544226,278.26065686923687,278.26065686923687,278.26065686923687
MA,,,,80.92948020294611,-17.484225968494776,70.6205853665487,70.6205853665487,70.6205853665487,74.05702723310974,80.92948020294611,80.92948020294611,80.92948020294611,80.92948020294611,80.92993462694965
MA,KE,,,93.27685270747655,-18.889962415720618,78.42799836486402,78.42799836486402,80.07787106763506,83.37761647760932,93.27685270747655,93.27685270747655,93.27685270747655,93.27685270747655,93.27685270756095
MA,KE,EG,NG,638.5480391930978,-23.585164588349947,544.2220101714059,553.1773398418819,553.1773398418819,565.3735179213513,638.5480391930978,638.5480391930978,638.5480391930978,638.5480391930978,638.5563888718995
MY,,,,189.84461743576685,25.231595332705833,94.29572970137448,132.51503746439417,151.62489744206346,151.87569410204227,151.87569410204227,170.8601556961,170.8601556961,189.84461743576685,189.84461743576685
MY,BN,,,196.44403941536999,26.2769336981627,96.40205157764068,136.4188459156498,137.51083584976138,157.15523704903558,157.15523704903558,176.7996382259329,176.7996382259329,196.44403941536999,196.444039415506
MY,BN,PH,,382.294094602397,24.304492013372595,229.54540727575323,267.60587446948193,295.00912936993245,316.83037066980216,344.0646879028999,360.4728532963379,360.4728532963379,382.294094602397,382.29409460262394
MY,BN,PH,TH,653.9480936865449,20.90926486938768,435.32084573789064,466.55330869052443,521.8748710537258,560.2507011870725,591.4831653539017,622.7156295204691,622.7156295204691,653.9480936865449,653.9480936868194
MY,BN,TH,,468.0980384995276,20.38901305624795,302.177489515214,349.58336053434266,373.1948269337402,396.9892317333572,444.39510290655096,444.39510290655096,444.39510290655096,468.0980384995276,468.0980384997015
MY,PH,,,375.6946726228848,23.74159728297884,227.4388181937634,263.02800606038625,290.9769583438039,312.1563870311053,338.12520542302985,354.51524407253373,354.51524407253373,375.6946726228848,375.6946726228848
MY,PH,TH,,647.348671706974,20.547994494551784,433.2141122307507,463.8047631410508,516.5953279741668,555.5767174074851,586.1673688406568,616.758020277562,616.758020277562,647.348671706974,647.3486717070803
MY,TH,,,461.4986165198766,19.87481783863572,300.07075909374504,346.1930022222958,367.91528385414773,392.3152479539842,438.4374936635304,438.4374936635304,461.4986165198766,461.4986165198766,461.4986165199623
MY,VN,LA,,549.0407538452296,18.614267324676167,367.7459557402427,419.5442545468236,439.2326030802709,471.3428542791856,523.1414539893058,523.1414539893058,549.0407538452296,549.0407538452296,549.0407538455639
NG,,,,288.7497510342577,-3.8329195652555135,237.4683020344445,237.4683020344445,244.29312496074164,253.1843005900286,288.7497510342577,288.7497510342577,288.7497510342577,288.7497510342577,288.7498123418152
NG,KE,,,301.0967304223179,-4.824715736425693,246.31835592975847,246.31835592975847,253.80285835656767,263.26163275616733,301.0967304223179,301.0967304223179,301.0967304223179,301.0967304223179,301.0967304224265
NG,MA,,,369.6787892586943,-6.815450489282734,305.08910029159534,308.5997658665529,318.779512718192,318.779512718192,369.6787892586943,369.6787892586943,369.6787892586943,369.6787892586943,369.67974696876485
NG,MA,KE,,382.02548281266365,-7.4858192558693535,313.92246218149194,317.54176741998054,317.54176741998054,328.28931141906435,382.02548281266365,382.02548281266365,382.02548281266365,382.02548281266365,382.02666504937616
PE,,,,35.05374621504101,-18.122236651631184,25.48307445101728,25.48307445101728,26.679447139089476,27.958755910686044,35.05374621504101,35.05374621504101,35.05374621504101,35.05374621504101,35.05377834930162
PE,CL,,,94.49695507965372,-56.96138833111796,82.69759144120366,83.76898510163534,83.76898510163534,86.45029184684145,94.49695507965372,94.49695507965372,94.49695507965372,94.49695507965372,94.4971814620813
PH,,,,185.85005518711793,22.219579316815533,133.18339028513432,139.73169430390823,146.32003018772355,152.90836769393073,172.67338021502061,179.2617177088188,179.2617177088188,185.85005518711793,185.85005518711793
PH,TH,,,457.50405427121115,18.604482128609273,338.9187944065692,353.7419517724775,364.71963403839476,398.2114242714837,427.85773927142117,442.68089677144945,457.50405427121115,457.50405427121115,457.5040542713134
SG,,,,3.028463369993972,28.73767508683977,0.3603229947120994,0.3603229947120994,0.3603229947120994,3.028463369993972,0.7571159884593399,1.1356737816811346,1.5142316680116323,3.028463369993972,37.85579172233508
SG,BN,,,8.89106470936747,21.149265675170092,2.4678295345933208,2.4678295345933208,4.445546078605588,8.89106470936747,4.445546078605588,4.445546078605588,4.445546078605588,8.89106470936747,44.45521370207425
SG,BN,TH,,269.880946223956,-4.132864431738907,208.2434370177298,219.35104419052422,223.65267988401365,239.06210180677925,269.880946223956,269.880946223956,269.880946223956,269.880946223956,316.1092127862697
SG,ID,,,754.5148238221346,2.5729595425893375,577.7063440663355,607.1438146917322,607.1438146917322,666.0922058553896,732.1169172017464,754.5148238221346,754.5148238221346,754.5148238221346,813.4632410210363
SG,ID,BN,,759.9912641675003,2.4457994144546964,579.7770736864954,609.8127670364481,609.8127670364481,669.8841658678431,738.0563994676028,759.9912641675003,759.9912641675003,759.9912641675003,820.0626630007755
SG,ID,BN,TH,1053.4461426517682,18.451629987204438,785.5525124361342,823.8230261197086,862.0935455529914,900.3640649518898,1015.1756232518444,1015.1756232518444,1053.4461426517682,1053.4461426517682,1091.716662084971
SG,ID,KH,,777.0232665414226,2.8400755487526603,593.4476043602152,624.0435465433861,624.0435465433861,685.2354345421891,754.3936391082747,777.0232665414226,777.0232665414226,777.0232665414226,838.2151545412644
SG,ID,KH,VN,1149.7427528994995,15.86746509631361,862.3095967570008,903.371471401186,944.4333516670582,985.4952319002239,1108.6808726663294,1108.6808726663294,1149.7427528994995,1149.7427528994995,1190.80463316602
SG,ID,MY,,955.9731485486523,13.08220514761793,671.9979947964691,719.2996614227491,766.6343295277178,813.969024438135,908.638438912881,908.638438912881,955.9731485486523,955.9731485486523,1003.3078584568032
SG,ID,MY,PH,1134.2936752043163,10.257260844957573,805.8254868982893,859.9725300169627,914.8367336901046,969.7009641883062,1079.429436880387,1079.429436880387,1134.2936752043163,1134.2936752043163,1189.1579136439211
SG,ID,PH,,963.2507501013446,22.222620414438122,710.6535702476448,746.8755124010383,782.9380315060253,819.0005714177653,899.3819668551837,927.1882038985757,927.1882038985757,963.2507501013446,999.3132962081543
SG,ID,VN,,1126.1125746459484,16.0425101661921,846.5315657265546,886.4717046489404,926.4118496473696,966.3519946470258,1086.1724296461566,1086.1724296461566,1126.1125746459484,1126.1125746459484,1166.052719645792
SG,KH,,,25.043082109334144,8.886840526428013,16.13835686400253,16.13835686400253,18.782311576295086,18.782311576295086,18.782311576295086,25.043082109334144,25.043082109334144,25.043082109334144,62.6077052425632
SG,KH,VN,,377.9980861674168,12.291807882745054,285.0007878661688,303.59989073500105,303.59989073500105,322.19943956777206,359.3985373007206,373.6774654673575,377.9980861674168,377.9980861674168,415.19718386731887
SG,LA,,,8.892489907457225,4.60378645525881,4.948674677350951,4.948674677350951,4.948674677350951,8.892489907457225,4.948674677350951,8.892489907457225,8.892489907457225,8.892489907457225,44.46244950737649
SG,MY,,,182.16032740811383,7.581240366779728,94.70057203524487,121.26459341375589,147.87354734057988,159.3902865127788,159.3902865127788,182.16032740811383,182.16032740811383,182.16032740811383,227.70040915810193
SG,MY,LA,,187.44565357691894,6.831855410429768,99.24398835040554,126.25660374619957,153.269219543703,164.01494687681736,164.01494687681736,187.44565357691894,187.44565357691894,187.44565357691894,234.30706694314335
SG,MY,PH,,372.1954179992753,12.725383754968599,227.8839494095642,258.7575732298951,289.71615143027236,320.67472939898795,330.84037150846837,351.6333077450603,372.1954179992753,372.1954179992753,413.5504643452199
SG,MY,VN,,522.2608990164017,0.6560399818706895,363.51792473286923,406.2029214855578,425.452559216591,464.23191025038585,518.3549563498216,522.2608990164017,522.2608990164017,522.2608990164017,580.2898877828576
SG,MY,VN,LA,528.2068910014071,0.5770211403460782,368.1062819428154,410.82758190209404,430.6175677021914,469.51723646829697,524.3849544348899,528.2068910014071,528.2068910014071,528.2068910014071,586.896545567899
SG,PH,,,178.9646775629028,2.553131801251676,133.50366514472722,134.37251408910265,148.53737196107215,156.59409287648413,163.57106692292564,178.9646775629028,178.9646775629028,178.9646775629028,223.70584690945302
SG,VN,,,351.4007433140076,112.03736208970513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.44527034709074
SG,VN,LA,,361.84013699888044,13.478516226333968,273.81110532481205,291.4165546998813,291.4165546998813,317.6415424988718,344.2342414322769,357.34673533218506,361.84013699888044,361.84013699888044,397.05192813213216
TH,,,,271.65399908419545,16.131088883679464,205.7754351048104,214.01025910606677,222.24507918051665,238.7147195811049,263.419179108471,263.419179108471,271.65399908419545,271.65399908419545,271.65399908419545
TH,VN,LA,,630.8501354939925,15.553481983481927,479.2266604063054,498.1788258099475,517.1318670649333,555.0379562091196,611.8970906441306,611.8970906441306,630.8501354939925,630.8501354939925,630.8501354939925
TH,VN,LA,KR,945.9876056276403,41.75515435849451,682.3202544287421,682.3202544287421,682.3202544287421,748.2370922282424,814.1539300283437,880.0707678283703,880.0707678283703,945.9876056276403,945.9876056279483
VN,,,,352.58947862475566,15.049205635552319,268.9230953761329,281.92281458761914,289.79386288771747,310.7257338349172,342.12354240065446,342.12354240065446,352.58947862475566,352.58947862475566,352.58947862475566
VN,ID,,,1128.1969279232562,21.400306701491125,846.171247511249,881.4244491617466,916.6776604261729,987.1840829246214,1057.690505423802,1092.94371665714,1092.94371665714,1128.1969279232562,1128.1969279234568
VN,KH,,,377.3413921449838,17.975617313646637,284.64051077310273,296.2276930821739,307.81536352239095,319.40303478515386,354.1660491953022,365.75372065820295,377.3413921449838,377.3413921449838,377.3413921449838
VN,KR,,,667.7269487584581,52.40777027022371,471.9564665602835,471.9564665602835,471.9564665602835,496.42777685894987,545.370397392988,594.3130179256684,618.7843282261674,643.2556384855603,667.7269487587114
VN,LA,,,359.1961364097971,15.116664081586494,273.45090710876843,287.3569100645603,294.8867876268135,316.32323696745505,348.47791155566273,348.47791155566273,359.1961364097971,359.1961364097971,359.1961364097971
VN,MY,,,542.4340960604421,18.61299092004338,363.15758982896114,414.37924606271565,433.9472768626222,465.60118606090657,516.8231260608204,516.8231260608204,542.4340960604421,542.4340960604421,542.4340960605225
VN,TH,,,624.2434777089511,15.519998599306932,474.63841012930146,493.3381880297453,512.0389409039096,549.4404530578486,605.542721488304,605.542721488304,624.2434777089511,624.2434777089511,624.2434777089511
ZA,,,,254.367983771574,-10.86829418014139,224.32719636230598,228.08290980696714,231.8380960906179,235.591239961448,254.367983771574,254.367983771574,254.367983771574,254.367983771574,254.3696619853804
ZA,EG,,,510.89791935813236,-28.94167397361603,459.8089158255241,459.8089158255241,466.10546863260925,472.5051302050796,510.89791935813236,510.89791935813236,510.89791935813236,510.89791935813236,510.89938580790374
ZA,EG,KE,,523.246303888305,-28.918857438923236,462.5483485705682,468.0192889894473,474.9226658559799,481.8260427224822,523.246303888305,523.246303888305,523.246303888305,523.246303888305,523.2463038885151
ZA,EG,NG,,799.649198149487,-19.87141998937154,691.1493895188095,699.5324659182859,713.8348562500498,728.137246550632,799.649198149487,799.649198149487,799.649198149487,799.649198149487,799.6491981497189
ZA,KE,,,266.71658006582135,-11.682372042270437,232.09096428640495,236.89904482648552,240.01911883351,245.4183406097378,266.71658006582135,266.71658006582135,266.71658006582135,266.71658006582135,266.7165800659917
ZA,NG,,,543.1194743270229,-7.13353568186687,460.69200631689546,473.16750626276297,473.16750626276297,484.8261675954394,543.1194743270229,543.1194743270229,543.1194743270229,543.1194743270229,543.1194743271956
ZA,NG,KE,,555.4663924074246,-7.599874543762177,469.5506693970091,482.4880662424783,482.4880662424783,494.6511206089165,555.4663924074246,555.4663924074246,555.4663924074246,555.4663924074246,555.4663924078069
