country_1,country_2,country_3,country_4,Mitigation_Potential(MtCO2e),Mitigation_Cost($/tCO2e),Mitigation_Potential_at_0($/tCO2e),Mitigation_Potential_at_10($/tCO2e),Mitigation_Potential_at_20($/tCO2e),Mitigation_Potential_at_50($/tCO2e),Mitigation_Potential_at_Average_0($/tCO2e),Mitigation_Potential_at_Average_10($/tCO2e),Mitigation_Potential_at_Average_20($/tCO2e),Mitigation_Potential_at_Average_50($/tCO2e),BAU_Emissions(MtCO2e)
SG,,,,3.028463369993972,28.73767508683977,0.3603229947120994,0.3603229947120994,0.3603229947120994,3.028463369993972,0.7571159884593399,1.1356737816811346,1.5142316680116323,3.028463369993972,37.85579172233508
SG,BN,,,17.782101946368282,26.28416052866088,2.4678183106867735,2.4678183106867735,2.4678183106867735,13.336583323160383,4.445546081769052,8.89106471796417,13.336583323160383,17.782101946368282,44.45521370207425
SG,BN,TH,,316.10623580973777,14.455945782372474,230.76985264727227,251.60272538921225,251.60272538921225,269.8771305677376,300.6986642407247,300.6986642407247,316.10623580973777,316.10623580973777,316.1092127862697
SG,ID,,,813.4632410210363,17.904010265004544,597.75348363714,636.6180313634941,650.7706088963905,695.5664126209734,754.5148238598576,783.9890323816177,813.4632410210363,813.4632410210363,813.4632410210363
SG,ID,BN,,820.0489464902886,17.397443493985712,609.8108429902124,639.8466038212154,639.8466038212154,699.9165195692113,790.009572764755,790.009572764755,820.0489464902886,820.0489464902886,820.0626630007755
SG,ID,BN,TH,1091.6962442743159,7.409994826101995,843.1649887332964,872.0865710572876,900.3549665950286,976.9024009959213,1053.4416424120423,1091.6962442743159,1091.6962442743159,1091.6962442743159,1091.716662084971
SG,ID,KH,,838.2151545411881,14.79592344718809,624.1452471454161,654.6394905435418,670.5721236417334,715.8313785413723,807.6192105413954,807.6192105413954,838.2151545411881,838.2151545411881,838.2151545412644
SG,ID,KH,VN,1190.8046331658015,4.761805775676477,937.2643958653321,985.4952319014347,1026.557112166636,1071.724169866572,1149.7427528994563,1190.8046331658015,1190.8046331658015,1190.8046331658015,1190.80463316602
SG,ID,MY,,1003.3078584568032,13.783366763799458,721.8808178551103,766.6343457689428,802.6463049641928,902.9770733358645,955.97314864695,955.97314864695,1003.3078584568032,1003.3078584568032,1003.3078584568032
SG,ID,MY,PH,1189.1579136439211,7.768704311278566,888.6159650089254,951.3264529234625,969.7010286353773,1070.2421281885888,1134.29367549682,1189.1579136439211,1189.1579136439211,1189.1579136439211,1189.1579136439211
SG,ID,PH,,999.3132962081543,8.766206893559675,766.1220384469291,799.3133166274454,819.000571103138,891.1256580273931,963.2507500233409,999.3132962081543,999.3132962081543,999.3132962081543,999.3132962081543
SG,ID,VN,,1166.0527196455794,4.675592553060845,914.4897631247457,966.3519946478796,1006.292139646189,1049.4474476799278,1126.1125746460148,1166.0527196455794,1166.0527196455794,1166.0527196455794,1166.052719645792
SG,KH,,,62.607705242433546,24.793594726978608,39.312578998326714,39.312625791302736,43.82539366925803,50.08616419610638,56.346934719320785,56.346934719320785,56.346934719320785,62.607705242433546,62.6077052425632
SG,KH,VN,,415.1971838671718,11.476750880759463,306.96425689454725,322.19943956964863,340.7989884349829,359.3985373008772,396.597635010715,396.597635010715,415.1971838671718,415.1971838671718,415.19718386731887
SG,LA,,,44.46244950733881,33.705166270682234,20.641490290110834,24.70556000794652,26.67746970418895,31.123714657448872,35.56995960742732,40.01620455741141,40.01620455741141,44.46244950733881,44.46244950737649
SG,MY,,,227.70040915810193,23.030437374756527,98.38288732723973,136.6202462758077,159.39028662775053,182.16032738491037,182.16032738491037,204.93036826778635,204.93036826778635,227.70040915810193,227.70040915810193
SG,MY,LA,,234.30706694304527,21.108460097552452,102.93439781916703,140.5842401772229,164.01494687782647,207.29445114326558,207.29445114326558,210.87636025326086,210.87636025326086,234.30706694304527,234.30706694314335
SG,MY,PH,,413.5504643452199,18.376379249012594,232.23138156312945,289.48532710943186,320.67472944532915,351.6333078033971,382.59188604364255,382.59188604364255,413.5504643452199,413.5504643452199,413.5504643452199
SG,MY,VN,,580.2898877826178,13.85935534988315,433.29701440046983,456.42002491710235,464.2319102498543,518.3549563500966,549.3224220697554,549.3224220697554,580.2898877826178,580.2898877826178,580.2898877828576
SG,MY,VN,LA,586.8965455675803,13.824077864884645,438.70156340056263,461.8733632682866,469.51723646873904,524.3849544348059,555.6407499980976,555.6407499980976,586.8965455675803,586.8965455675803,586.896545567899
SG,PH,,,223.70584690945302,21.956036349946068,143.45448347466723,156.59409404587126,163.5710669246412,178.96467762370708,208.67215192080332,208.67215192080332,208.67215192080332,223.70584690945302,223.70584690945302
SG,VN,,,390.44527034692754,12.495010462724862,285.52481553620567,303.85744178212946,312.35621628164546,338.4925732142593,373.12770463390916,373.12770463390916,390.44527034692754,390.44527034692754,390.44527034709074
SG,VN,LA,,397.0519281319474,12.45515853649877,291.2073614271694,309.0224502663231,317.64154249977423,344.234241432449,379.44603256217675,379.44603256217675,397.0519281319474,397.0519281319474,397.05192813213216
TH,,,,271.65399908419545,16.131088883679464,205.7754351048104,214.01025910606677,222.24507918051665,238.7147195811049,263.419179108471,263.419179108471,271.65399908419545,271.65399908419545,271.65399908419545
TH,VN,LA,,630.8501354939925,11.238953213962459,490.14309100662035,517.131868538992,536.084911717421,555.0379563372422,611.8970906361433,611.8970906361433,630.8501354939925,630.8501354939925,630.8501354939925
TH,VN,LA,KR,945.987605627827,13.65318365419725,682.3202544322162,715.2786733304928,755.3052678298889,814.1539300285457,913.029186728117,913.029186728117,945.987605627827,945.987605627827,945.9876056279483
VN,,,,352.58947862475566,15.049205635552319,268.9230953761329,281.92281458761914,289.79386288771747,310.7257338349172,342.12354240065446,342.12354240065446,352.58947862475566,352.58947862475566,352.58947862475566
VN,ID,,,1128.1969279233058,5.63444179782369,894.6609088811387,951.9308716584057,951.9308716584057,1022.4372941570822,1092.9437166570176,1128.1969279233058,1128.1969279233058,1128.1969279233058,1128.1969279234568
VN,KH,,,377.3413921449838,12.01779580207252,289.95722730972113,307.8153637295039,319.40303486411045,330.99070626270344,365.7537206689968,365.7537206689968,377.3413921449838,377.3413921449838,377.3413921449838
VN,KR,,,667.7269487585796,19.30186073009169,471.9564665614181,471.9564665614181,520.8990871277599,569.8417076598922,618.7843282257116,643.2556384857401,667.7269487585796,667.7269487585796,667.7269487587114
VN,LA,,,359.1961364097971,12.58089502843531,274.16850252130996,287.35691030319117,294.8867876505115,316.32323698807085,348.47791155420157,348.47791155420157,359.1961364097971,359.1961364097971,359.1961364097971
VN,MY,,,542.4340960603304,13.668590784924591,415.0842101459327,433.9472768616392,439.9902160637718,465.6011860615258,516.8231260609658,516.8231260609658,542.4340960603304,542.4340960603304,542.4340960605225
VN,TH,,,624.2434777089511,11.234593530174338,484.43794552832304,512.0389446881877,530.7396977371359,549.4404535888453,605.5427215032615,605.5427215032615,624.2434777089511,624.2434777089511,624.2434777089511
ZA,,,,254.367983771574,-10.86829418014139,224.32719636230598,228.08290980696714,231.8380960906179,235.591239961448,254.367983771574,254.367983771574,254.367983771574,254.367983771574,254.3696619853804
ZA,EG,,,510.8979093096049,-35.73173836866327,459.81006279624177,459.81006279624177,466.1058860462908,478.9003490204514,510.8979093096049,510.8979093096049,510.8979093096049,510.8979093096049,510.89938580790374
ZA,EG,KE,,523.2463038884141,-38.78659390337892,467.2332951155729,474.92266585655256,474.92266585655256,488.7294195886074,523.2463038884141,523.2463038884141,523.2463038884141,523.2463038884141,523.2463038885151
ZA,EG,NG,,799.6491981495303,-37.885781135975385,719.042545855801,728.1372465528094,742.4396368840503,756.7420271834438,799.6491981495303,799.6491981495303,799.6491981495303,799.6491981495303,799.6491981497189
ZA,KE,,,266.71658006580793,-21.69104720247262,235.30488339069967,240.01911883304032,241.15869271989544,249.67798849978635,266.71658006580793,266.71658006580793,266.71658006580793,266.71658006580793,266.7165800659917
ZA,NG,,,543.1194743270897,-16.26065247452951,465.5488175935242,473.16750626405445,473.16750626405445,488.80841312829295,543.1194743270897,543.1194743270897,543.1194743270897,543.1194743270897,543.1194743271956
ZA,NG,KE,,555.4663924076605,-26.378098701063035,481.17618093113236,494.6511206092725,494.6511206092725,506.8141749753422,555.4663924076605,555.4663924076605,555.4663924076605,555.4663924076605,555.4663924078069
