country_1,country_2,country_3,country_4,emissions,cost,marginal_abatement_cost,average_abatement_cost
BN,,,,4.480923935222426,0.2974314332413758,-16.064889977483546,-16.064889977483546
BN,,,,3.9596387227296383,0.29963975669675985,4.236305581782886,-12.055957421043889
BN,,,,3.3695194602140583,0.30786804235248966,13.943428351506432,-7.305740265818022
BN,,,,3.2996985630027,0.30920166610999705,19.100639074721613,-6.7469912845220525
BN,,,,2.6397632407053693,0.3271961347345522,27.267018473740453,-1.0780566687271569
BN,,,,2.2463718015957292,0.3414375127467126,36.201545321862525,2.2909548694691306
BN,,,,1.9798202183558629,0.35210218951127586,40.009804612438856,4.467337085144057
BN,,,,1.3198967579203542,0.3831817023288561,47.0956325708889,9.79573520571004
BN,,,,1.123174629857545,0.3986343687679425,78.55072833571964,12.265606944387383
BN,,,,0.6599421136985757,0.4675472195696763,148.7651414739736,22.911492486688186
BN,,,,0.0002055674666782,0.7026218993549661,356.3159887502443,56.242590774971056
BN,KH,,,11.139248432525772,2.271044571059715,-19.31948608732809,-19.31948608732809
BN,KH,,,11.139248398967451,2.2710445706543387,-12.079751615197292,-19.31948607530789
BN,KH,,,11.139248172987228,2.271044571705951,4.653558248804101,-19.319485807278475
BN,KH,,,9.405392403042573,2.2770569318266802,3.4676241386106055,-17.51917301663885
BN,KH,,,8.977714103189774,2.2826626688248437,13.107368318881012,-16.933737744607598
BN,KH,,,6.733285579962089,2.3504265656701584,30.19204939877715,-12.637277984883998
BN,KH,,,6.2702615999668145,2.379628371974262,63.06758951102601,-11.23968355999095
BN,KH,,,4.488857053314397,2.5460945685662084,93.44659914827695,-4.297337552752532
BN,KH,,,3.135130800661402,2.7508838707194476,151.2782231650593,3.1666967870640033
BN,KH,,,2.244428525979962,2.987349877496705,265.48265733556104,11.193843847196524
BN,KH,,,1.8602844104813467e-10,4.02360289639617,461.70016420233554,43.44539614430963
BN,KH,LA,,12.441304389377136,2.607632956436238,-19.187734234777352,-19.187734234777352
BN,KH,LA,,12.441292331632376,2.6076329549946293,-0.11955872669060585,-19.187725224239756
BN,KH,LA,,12.441108245195876,2.607632901800231,-0.2889642454439603,-19.187588882928605
BN,KH,LA,,11.387389736446432,2.6094813915276394,1.7542538278102806,-18.35709185521546
BN,KH,LA,,10.32325343657426,2.6177280611130227,7.74963657040359,-17.351794988265592
BN,KH,LA,,7.742440079908402,2.681956065925852,24.886729854732724,-13.744058656558375
BN,KH,LA,,7.591593159959888,2.6892860969241337,48.59251352817544,-13.434397983067523
BN,KH,LA,,5.161626719982066,2.8795169849888516,78.28539725283372,-6.638644439364056
BN,KH,LA,,3.795796579967445,3.045402644770062,121.45409221928182,-1.5174011552775621
BN,KH,LA,,2.5808133593250937,3.2871174038423643,198.9449360004411,5.36721702306757
BN,KH,LA,,1.4340518851446068e-10,4.428952300276755,442.43218610602605,35.083833035257626
BN,PH,,,56.653279842412545,7.891906182741593,-17.883057741601487,-17.883057741601487
BN,PH,,,50.04946549973473,7.917357106028544,3.8539731685780345,-16.875000826357454
BN,PH,,,42.89954186655192,8.004430667755127,12.17825059312161,-15.485976293997712
BN,PH,,,38.489889933264294,8.118750437251451,25.924896392240445,-14.299901830684561
BN,PH,,,35.749618233282334,8.210825196335653,33.60059481868461,-13.46224711754925
BN,PH,,,28.599694579935267,8.552132784951969,47.73583679547966,-10.791742336884322
BN,PH,,,21.44977093317457,9.142507344167505,82.57075017619361,-6.888023975944312
BN,PH,,,19.244944969863063,9.37572955798516,105.7780603541923,-5.453828780444456
BN,PH,,,14.299847289847463,10.03080857253631,132.4703892500428,-1.6253126557048254
BN,PH,,,7.149923643111468,11.353308162105279,184.96695278315337,5.574491259572109
BN,PH,,,3.716895783771983e-11,13.957497797359888,364.2262162865378,18.899195936097982
BN,PH,TH,,117.72036748291669,23.07060368774252,-22.110210451336062,-22.110210451336062
BN,PH,TH,,107.69320549890104,23.100118418577782,2.943478013251688,-21.40535592511456
BN,PH,TH,,94.10429913318042,23.22401789539347,9.117693027029462,-20.284340312491036
BN,PH,TH,,92.3084618665396,23.24911677020393,13.976140977076826,-20.118855981899056
BN,PH,TH,,76.92371823295505,23.554229204062406,19.8321428764287,-18.531386950751326
BN,PH,TH,,61.538974566598526,24.08420698397945,34.448268454157144,-16.50667186900448
BN,PH,TH,,47.052149566539505,24.859629367547186,53.52604063102698,-14.073993718013057
BN,PH,TH,,46.15423093321433,24.920454505745294,67.74014475327292,-13.898224913006727
BN,PH,TH,,30.76948728986462,26.339034911384168,92.20695765392732,-10.131151305565085
BN,PH,TH,,15.384743643273644,28.64295287065247,149.75341885393155,-4.649358489263565
BN,PH,TH,,2.3193839817654875e-10,35.47660043517375,444.18338862682583,10.229169912991624
BN,TH,,,70.03909436929044,15.581319317785583,-24.777330811793064,-24.777330811793064
BN,TH,,,61.57417311648267,15.629217659647479,5.658450968579017,-23.588308335118363
BN,TH,,,56.93428635448676,15.678869814022216,10.701156498349212,-22.869440379278938
BN,TH,,,52.777863903704805,15.744764311420445,15.853657364840904,-22.155617759858124
BN,TH,,,43.98155326611519,15.963607180614222,24.878938251519592,-20.389590241205124
BN,TH,,,35.18524267418351,16.33702912808999,42.45211029932102,-18.11543358383604
BN,TH,,,28.467144017178324,16.753346447625606,61.96951560118978,-15.96151786065345
BN,TH,,,26.38893197468712,16.927298369550705,83.70268209810696,-15.139157625161285
BN,TH,,,17.592621333509857,18.067781018152075,129.65465808614653,-10.252917027283715
BN,TH,,,8.796310661245801,19.931237292166603,211.84520913867385,-3.0026198851379857
BN,TH,,,0.0,24.91463159107234,566.5323214266684,15.00185336466955
CL,,,,2.2899310363709535,2.553997040091822,-85.78731524322288,-85.78731524322288
CL,,,,2.2899310327994624,2.5539970485932386,2380.3549315536397,-85.78731508911491
CL,,,,2.2209375173455044,2.5542390895281155,3.50816932989043,-85.6796509170083
CL,,,,1.9433203277878068,2.5568533586228854,9.416812766295186,-85.22051396092161
CL,,,,1.6657031382686176,2.564156897516752,26.307949109764586,-84.68462868887481
CL,,,,1.388085948620066,2.577367075489156,47.58414991927282,-84.05212699240472
CL,,,,1.1104687589862996,2.599614314922582,80.13639019534321,-83.27072356710569
CL,,,,0.8328515689949577,2.6395604100813133,143.88912718256736,-82.1947487164533
CL,,,,0.5552343793312663,2.7247429114682897,306.8343912355266,-80.36074404533493
CL,,,,0.2776171897300225,2.8515261547211255,456.6836925153705,-77.84082877939264
CL,,,,7.608446422703781e-12,3.1080384957439917,923.9785954153263,-73.16205403584995
CO,,,,10.84739269811718,5.447878845002203,-104.02653640514802,-104.02653640514802
CO,,,,10.847392667848837,5.447878848685068,121.67384349433395,-104.02653623773283
CO,,,,10.847392502971337,5.447878858330138,58.49839806017341,-104.02653558105057
CO,,,,10.33323871171141,5.449087397278736,2.350539797900428,-102.70287358684863
CO,,,,9.640696502623149,5.454432005255674,7.717375066531144,-100.88270174709133
CO,,,,7.712557203186827,5.502494475294782,24.92686604809032,-95.36215831146292
CO,,,,5.784417903141113,5.598077070684407,49.572453290775655,-89.2697411847299
CO,,,,5.166619356627161,5.655153716558715,92.38714819964243,-86.8555729935021
CO,,,,3.8562786032618352,5.824761262803503,129.43774038103288,-80.92599361394124
CO,,,,1.928139300980028,6.472259766355784,335.8152094021504,-64.7665600589051
CO,,,,2.7629080265854997e-12,8.321886622368053,959.280719538675,-26.54064269327991
CO,CL,,,11.59651714994943,7.948150668698168,-92.47890932722238,-92.47890932722238
CO,CL,,,11.59651681787127,7.948150684252576,46.83960091361136,-92.47890886225342
CO,CL,,,11.59651603439383,7.948150720904158,46.780646641029364,-92.4789077657087
CO,CL,,,11.596515874809558,7.948150728519171,47.71781989969096,-92.47890754085358
CO,CL,,,11.110832759238225,7.9503700288933885,4.569441067776408,-92.00749484882567
CO,CL,,,9.9575939531226,7.968548341959639,15.762835043228247,-90.77864704620366
CO,CL,,,7.966075163233005,8.047148176839304,39.46728259793262,-88.26352136799949
CO,CL,,,5.974556369928174,8.198729232804672,76.11329427317433,-85.14944284841928
CO,CL,,,3.9830375799870574,8.474791270031435,138.61884639056098,-80.98902550024727
CO,CL,,,1.9915187906606624,8.98651659634809,256.95229643790606,-74.82053115356427
CO,CL,,,3.376530705875746e-11,10.179993850025472,599.279936144461,-62.73664186152213
CO,PE,,,17.55384438090742,9.442833982952985,-94.12837780615057,-94.12837780615057
CO,PE,,,17.54707780489629,9.442833862807696,-0.0177556993485797,-94.11917011360491
CO,PE,,,17.54591085558331,9.442833787959065,-0.06414042972741144,-94.11758313931864
CO,PE,,,17.427734691250837,9.442897426944157,0.5385094824400539,-93.95612018682598
CO,PE,,,15.622347919622976,9.4593675666734,9.122776342485695,-91.33816665715764
CO,PE,,,12.497878336391883,9.544392877335849,27.21271831826307,-86.34677483428172
CO,PE,,,9.373408749918193,9.706855009963077,51.99670796302564,-80.75738027748774
CO,PE,,,8.713867353273942,9.752123021100557,68.63558734569835,-79.49405901168102
CO,PE,,,6.248939166614123,9.997773347418066,99.65820815671951,-74.00554170236285
CO,PE,,,3.124469583597195,10.556956573995562,178.96900952946987,-64.54892657647056
CO,PE,,,1.7413218307622154e-12,12.31986675938392,564.2270274110674,-41.891205388614495
CO,PE,CL,,15.662610159749446,11.415626053431213,-91.91298891477125,-91.91298891477125
