region,group,scenario,2022,2030,2040,2050
USA,0,high,0.0942415950005263,0.04354011068329784,0.034646744200838,0.02562161674718279
USA,1,high,0.09844889901140907,0.045483907181132176,0.036193506921043596,0.02676546337780031
USA,2,high,0.10576907207866895,0.0488658654933484,0.03888467703299024,0.028755610815884868
USA,3,high,0.11372883037483475,0.0525433155325289,0.04181098265830393,0.03091964333745026
USA,4,high,0.11917523562965544,0.05505958329750826,0.04381328545967433,0.032400366452190715
USA,5,high,0.12669861627452284,0.05853542457535517,0.04657916229707664,0.0344457602671893
USA,6,high,0.13396934305001199,0.061894538441700675,0.04925215409804589,0.03642246466098646
USA,7,high,0.13902367813276398,0.06422966773285559,0.051110317202243266,0.03779659501602217
USA,8,high,0.14343983621298276,0.0662699559050674,0.052733862509940305,0.03899722314445631
USA,9,high,0.15584371561055632,0.07200061317877036,0.05729399369817444,0.04236948614682772
