region,group,scenario,2022,2030,2040,2050
AUS,0,high,2049.5308157348527,1736.7843542342423,1507.846363827864,1278.948361467215
AUS,1,high,2049.5308157353147,1736.7843542349547,1507.846363827164,1278.948361467431
AUS,2,high,2049.5308157345594,1736.784354234538,1507.8463638279636,1278.9483614677627
AUS,3,high,2049.5308157346744,1736.7843542337012,1507.8463638292435,1278.9483614678622
AUS,4,high,2049.5308157340173,1736.784354234857,1507.8463638277592,1278.9483614668636
AUS,5,high,2049.5308157360414,1736.7843542331887,1507.8463638275489,1278.9483614676806
AUS,6,high,2049.5308157348454,1736.7843542332596,1507.8463638260191,1278.94836146773
AUS,7,high,2049.53081573511,1736.7843542333383,1507.8463638279693,1278.9483614680405
AUS,8,high,2049.5308157349714,1736.7843542334208,1507.8463638268797,1278.9483614675364
AUS,9,high,2049.530815735433,1736.7843542337112,1507.8463638280084,1278.9483614676049
