Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,25,25,2036
1,RE_PV_Openfield_Lim,25,25,25
2,RE_PV_Rooftop_Lim,25,25,25
3,RE_WIND_Onshore_Lim_0,25,25,25
4,RE_WIND_Onshore_Lim_1,25,25,25
5,RE_WIND_Onshore_Lim_2,25,25,25
6,RE_WIND_Onshore_Lim_3,25,25,25
7,RE_WIND_Onshore_Lim_4,25,25,25
8,RE_WIND_Onshore_Lim_5,25,25,25
9,RE_WIND_Onshore_Lim_6,25,25,25
10,RE_WIND_Onshore_Lim_7,25,25,25
11,RE_WIND_Onshore_Lim_8,25,25,25
12,RE_WIND_Onshore_Lim_9,25,25,25
13,RE_WIND_Offshore_Lim_0,25,25,25
14,RE_WIND_Offshore_Lim_1,25,25,25
15,RE_WIND_Offshore_Lim_2,25,25,25
16,RE_WIND_Offshore_Lim_3,25,25,25
17,RE_WIND_Offshore_Lim_4,25,25,25
18,RE_WIND_Offshore_Lim_5,25,25,25
19,RE_WIND_Offshore_Lim_6,25,25,25
20,RE_WIND_Offshore_Lim_7,25,25,25
21,RE_WIND_Offshore_Lim_8,25,25,25
22,RE_WIND_Offshore_Lim_9,25,25,25
23,HYDRO,25,25,25
24,PP_CO2,25,25,25
25,BESS,25,25,25
26,EL_to_HTH,25,25,25
27,EL_to_NH3,25,25,25
28,NH3_Storage,25,25,25
29,NH3_to_EL,25,25,25
30,NH3_to_HTH,25,25,25
31,FF_to_HTH,25,25,25
32,EL_Demand,25,25,25
33,HTH_Demand,25,25,25
34,RE_PV_Openfield_Lim,18,18,18
35,RE_PV_Rooftop_Lim,18,18,18
36,RE_WIND_Onshore_Lim_0,18,18,18
37,RE_WIND_Onshore_Lim_1,18,18,18
38,RE_WIND_Onshore_Lim_2,18,18,18
39,RE_WIND_Onshore_Lim_3,18,18,18
40,RE_WIND_Onshore_Lim_4,18,18,18
41,RE_WIND_Onshore_Lim_5,18,18,18
42,RE_WIND_Onshore_Lim_6,18,18,18
43,RE_WIND_Onshore_Lim_7,18,18,18
44,RE_WIND_Onshore_Lim_8,18,18,18
45,RE_WIND_Onshore_Lim_9,18,18,18
46,RE_WIND_Offshore_Lim_0,18,18,18
47,RE_WIND_Offshore_Lim_1,18,18,18
48,RE_WIND_Offshore_Lim_2,18,18,18
49,RE_WIND_Offshore_Lim_3,18,18,18
50,RE_WIND_Offshore_Lim_4,18,18,18
51,RE_WIND_Offshore_Lim_5,18,18,18
52,RE_WIND_Offshore_Lim_6,18,18,18
53,RE_WIND_Offshore_Lim_7,18,18,18
54,RE_WIND_Offshore_Lim_8,18,18,18
55,RE_WIND_Offshore_Lim_9,18,18,18
56,HYDRO,18,18,18
57,PP_CO2,18,18,18
58,BESS,18,18,18
59,EL_to_HTH,18,18,18
60,EL_to_NH3,18,18,18
61,NH3_Storage,18,18,18
62,NH3_to_EL,18,18,18
63,NH3_to_HTH,18,18,18
64,FF_to_HTH,18,18,18
65,EL_Demand,18,18,18
66,HTH_Demand,18,18,18
67,RE_PV_Openfield_Lim,29,29,29
68,RE_PV_Rooftop_Lim,29,29,29
69,RE_WIND_Onshore_Lim_0,29,29,29
70,RE_WIND_Onshore_Lim_1,29,29,29
71,RE_WIND_Onshore_Lim_2,29,29,29
72,RE_WIND_Onshore_Lim_3,29,29,29
73,RE_WIND_Onshore_Lim_4,29,29,29
74,RE_WIND_Onshore_Lim_5,29,29,29
75,RE_WIND_Onshore_Lim_6,29,29,29
76,RE_WIND_Onshore_Lim_7,29,29,29
77,RE_WIND_Onshore_Lim_8,29,29,29
78,RE_WIND_Onshore_Lim_9,29,29,29
79,RE_WIND_Offshore_Lim_0,29,29,29
80,RE_WIND_Offshore_Lim_1,29,29,29
81,RE_WIND_Offshore_Lim_2,29,29,29
82,RE_WIND_Offshore_Lim_3,29,29,29
83,RE_WIND_Offshore_Lim_4,29,29,29
84,RE_WIND_Offshore_Lim_5,29,29,29
85,RE_WIND_Offshore_Lim_6,29,29,29
86,RE_WIND_Offshore_Lim_7,29,29,29
87,RE_WIND_Offshore_Lim_8,29,29,29
88,RE_WIND_Offshore_Lim_9,29,29,29
89,HYDRO,29,29,29
90,PP_CO2,29,29,29
91,BESS,29,29,29
92,EL_to_HTH,29,29,29
93,EL_to_NH3,29,29,29
94,NH3_Storage,29,29,29
95,NH3_to_EL,29,29,29
96,NH3_to_HTH,29,29,29
97,FF_to_HTH,29,29,29
98,EL_Demand,29,29,29
99,HTH_Demand,29,29,29
