region,group,scenario,2022,2030,2040,2050
JPN,0,high,7009.18241593102,5125.101994345209,4850.322397442054,4578.611087302724
JPN,1,high,7413.794424085602,5420.953591132844,5130.312069413725,4842.915954355654
JPN,2,high,8095.284432050598,5919.257899922021,5601.9000597266495,5288.085950111866
JPN,3,high,7733.646717667244,5654.829032012417,5351.648403863544,5051.8531985003565
JPN,4,high,8081.352775420656,5909.071096819801,5592.2594166136805,5278.985368371358
JPN,5,high,8178.39320006695,5980.026886578731,5659.41094972965,5342.375124527831
JPN,6,high,8548.261493110396,6250.4739392925485,5915.358128643812,5583.984340393207
JPN,7,high,8877.678240601595,6491.342892239262,6143.313021759077,5799.1693766647995
JPN,8,high,9870.032949567292,7216.950929841244,6830.017973275771,6447.405647799706
JPN,9,high,19949.112576323565,14586.756426534273,13804.695297715778,13031.366941770862
