region,group,scenario,2022,2030,2040,2050
RUS,0,high,2700.045455,1465.36,1135.84,806.3200000000002
RUS,1,high,2700.045455,1465.36,1135.8400000000001,806.32
RUS,2,high,2700.045455,1465.3599999999997,1135.8399999999995,806.3199999999999
RUS,3,high,2700.045455,1465.3599999999994,1135.8399999999997,806.3199999999998
RUS,4,high,2700.045455,1465.3599999999997,1135.84,806.3199999999999
RUS,5,high,2700.0454550000004,1465.36,1135.84,806.3200000000003
RUS,6,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.3200000000002
RUS,7,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
RUS,8,high,2700.045455,1465.3599999999992,1135.8399999999997,806.32
RUS,9,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.3199999999998
