region,group,scenario,2022,2030,2040,2050
COL,0,high,1818.456413,1818.456413,1671.880232,1403.224298
COL,1,high,1834.072647,1834.072647,1686.237723,1415.274671
COL,2,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,3,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,4,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,5,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,6,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,7,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,8,high,1834.075648,1834.075648,1686.240483,1415.276988
COL,9,high,1834.075648,1834.075648,1686.240483,1415.276988
