region,group,scenario,2022,2030,2040,2050
SAU,0,high,1130401.166564952,1130401.166564952,1130401.166564952,1130401.166564952
SAU,1,high,1845600.8475408286,1845600.8475408286,1845600.8475408286,1845600.8475408286
SAU,2,high,1403835.6057233734,1403835.6057233734,1403835.6057233734,1403835.6057233734
SAU,3,high,2236554.6697629644,2236554.6697629644,2236554.6697629644,2236554.6697629644
SAU,4,high,1227811.0201262343,1227811.0201262343,1227811.0201262343,1227811.0201262343
SAU,5,high,6402708.047991771,6402708.047991771,6402708.047991771,6402708.047991771
SAU,6,high,6083847.62239508,6083847.62239508,6083847.62239508,6083847.62239508
SAU,7,high,7003759.181748185,7003759.181748185,7003759.181748185,7003759.181748185
SAU,8,high,4212697.013955278,4212697.013955278,4212697.013955278,4212697.013955278
SAU,9,high,3636639.429608817,3636639.429608817,3636639.429608817,3636639.429608817
