Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,14,14,1591
1,RE_PV_Openfield_Lim,14,14,14
2,RE_PV_Rooftop_Lim,14,14,14
3,RE_WIND_Onshore_Lim,14,14,14
4,RE_WIND_Offshore_Lim,14,14,14
5,PP_CO2,14,14,14
6,BESS,14,14,14
7,EL_to_HTH,14,14,14
8,EL_to_NH3,14,14,14
9,NH3_Storage,14,14,14
10,NH3_to_EL,14,14,14
11,NH3_to_HTH,14,14,14
12,FF_to_HTH,14,14,14
13,EL_Demand,14,14,14
14,HTH_Demand,14,14,14
15,RE_PV_Openfield_Lim,29,29,29
16,RE_PV_Rooftop_Lim,29,29,29
17,RE_WIND_Onshore_Lim_0,29,29,29
18,RE_WIND_Onshore_Lim_1,29,29,29
19,RE_WIND_Onshore_Lim_2,29,29,29
20,RE_WIND_Onshore_Lim_3,29,29,29
21,RE_WIND_Onshore_Lim_4,29,29,29
22,RE_WIND_Onshore_Lim_5,29,29,29
23,RE_WIND_Onshore_Lim_6,29,29,29
24,RE_WIND_Onshore_Lim_7,29,29,29
25,RE_WIND_Onshore_Lim_8,29,29,29
26,RE_WIND_Onshore_Lim_9,29,29,29
27,RE_WIND_Offshore_Lim_0,29,29,29
28,RE_WIND_Offshore_Lim_1,29,29,29
29,RE_WIND_Offshore_Lim_2,29,29,29
30,RE_WIND_Offshore_Lim_3,29,29,29
31,RE_WIND_Offshore_Lim_4,29,29,29
32,RE_WIND_Offshore_Lim_5,29,29,29
33,RE_WIND_Offshore_Lim_6,29,29,29
34,RE_WIND_Offshore_Lim_7,29,29,29
35,RE_WIND_Offshore_Lim_8,29,29,29
36,RE_WIND_Offshore_Lim_9,29,29,29
37,HYDRO,29,29,29
38,PP_CO2,29,29,29
39,BESS,29,29,29
40,EL_to_HTH,29,29,29
41,EL_to_NH3,29,29,29
42,NH3_Storage,29,29,29
43,NH3_to_EL,29,29,29
44,NH3_to_HTH,29,29,29
45,FF_to_HTH,29,29,29
46,EL_Demand,29,29,29
47,HTH_Demand,29,29,29
