region,group,scenario,2022,2030,2040,2050
KOR,0,high,9282000,9282000,9282000,9282000
KOR,1,high,10955000,10955000,10955000,10955000
KOR,2,high,9891000,9891000,9891000,9891000
KOR,3,high,16663500,16663500,16663500,16663500
KOR,4,high,15813000,15813000,15813000,15813000
KOR,5,high,16327500,16327500,16327500,16327500
KOR,6,high,24066000,24066000,24066000,24066000
KOR,7,high,19796000,19796000,19796000,19796000
KOR,8,high,20758500,20758500,20758500,20758500
KOR,9,high,21203000,21203000,21203000,21203000
