Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,21,21,665
1,RE_PV_Openfield_Lim,21,21,21
2,RE_PV_Rooftop_Lim,21,21,21
3,RE_WIND_Onshore_Lim,21,21,21
4,RE_WIND_Offshore_Lim,21,21,21
5,PP_CO2,21,21,21
6,BESS,21,21,21
7,EL_to_HTH,21,21,21
8,EL_to_NH3,21,21,21
9,NH3_Storage,21,21,21
10,NH3_to_EL,21,21,21
11,NH3_to_HTH,21,21,21
12,FF_to_HTH,21,21,21
13,EL_Demand,21,21,21
14,HTH_Demand,21,21,21
1,RE_PV_Openfield_Lim,22,22,22
2,RE_PV_Rooftop_Lim,22,22,22
3,RE_WIND_Onshore_Lim,22,22,22
4,RE_WIND_Offshore_Lim,22,22,22
5,PP_CO2,22,22,22
6,BESS,22,22,22
7,EL_to_HTH,22,22,22
8,EL_to_NH3,22,22,22
9,NH3_Storage,22,22,22
10,NH3_to_EL,22,22,22
11,NH3_to_HTH,22,22,22
12,FF_to_HTH,22,22,22
13,EL_Demand,22,22,22
14,HTH_Demand,22,22,22
15,EL_Transport,21,22,0
16,NH3_Transport,21,22,0
