region,group,scenario,2022,2030,2040,2050
MMR,0,high,3668.7034677371744,1968.8653201760833,1695.161994135285,1422.0115542044573
MMR,1,high,3668.703467737374,1968.8653201761629,1695.1619941352765,1422.0115542044814
MMR,2,high,3668.703467737385,1968.8653201763086,1695.161994135272,1422.0115542044564
MMR,3,high,3668.703467737322,1968.8653201760678,1695.1619941353717,1422.0115542042872
MMR,4,high,3668.703467736872,1968.865320176221,1695.1619941354095,1422.0115542043511
MMR,5,high,3668.703467737731,1968.8653201759428,1695.1619941353242,1422.0115542045564
MMR,6,high,3668.703467737458,1968.8653201761886,1695.161994135406,1422.011554204316
MMR,7,high,3668.7034677370107,1968.8653201760894,1695.1619941352458,1422.0115542044064
MMR,8,high,3668.7034677375964,1968.865320175988,1695.1619941353313,1422.011554204505
MMR,9,high,3668.7034677369256,1968.8653201762984,1695.1619941352585,1422.0115542043657
