region,group,scenario,2022,2030,2040,2050
MMR,0,high,0.1458459043310069,0.07827041505323684,0.0673895931345722,0.05653075069051581
MMR,1,high,0.17764769699323188,0.0953373290850505,0.08208393699213723,0.06885731701232078
MMR,2,high,0.21330599146710405,0.11447389326463932,0.09856021699115125,0.08267868665720653
MMR,3,high,0.24739194861225924,0.13276663878585193,0.11430998243126396,0.09589060888607558
MMR,4,high,0.3093870645796148,0.16603725739044287,0.14295546041389512,0.11992028912190944
MMR,5,high,0.41428983365608,0.22233491836015956,0.19142685876532656,0.16058123405970764
MMR,6,high,0.5669748397592052,0.3042756410353356,0.2619765288862422,0.21976286177690382
MMR,7,high,0.8393394101970529,0.450444215818104,0.38782536687912716,0.3253330092484935
MMR,8,high,1.4856493018526802,0.7972962148847947,0.6864594686546027,0.5758466148350952
MMR,9,high,3.595150911404456,1.9293922260306162,1.6611762825171261,1.3935021404929402
