region,group,scenario,2022,2030,2040,2050
MMR,0,high,61019000.0,61019000.0,61019000.0,61019000.0
MMR,1,high,105367500.0,105367500.0,105367500.0,105367500.0
MMR,2,high,126822500.0,126822500.0,126822500.0,126822500.0
MMR,3,high,128611000.0,128611000.0,128611000.0,128611000.0
MMR,4,high,206297000.0,206297000.0,206297000.0,206297000.0
MMR,5,high,145019000.0,145019000.0,145019000.0,145019000.0
MMR,6,high,153965000.0,153965000.0,153965000.0,153965000.0
MMR,7,high,182903000.0,182903000.0,182903000.0,182903000.0
MMR,8,high,172522000.0,172522000.0,172522000.0,172522000.0
MMR,9,high,107450000.0,107450000.0,107450000.0,107450000.0
