Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,29,29,4
1,RE_PV_Openfield_Lim,29,29,29
2,RE_PV_Rooftop_Lim,29,29,29
3,RE_WIND_Onshore_Lim_0,29,29,29
4,RE_WIND_Onshore_Lim_1,29,29,29
5,RE_WIND_Onshore_Lim_2,29,29,29
6,RE_WIND_Onshore_Lim_3,29,29,29
7,RE_WIND_Onshore_Lim_4,29,29,29
8,RE_WIND_Onshore_Lim_5,29,29,29
9,RE_WIND_Onshore_Lim_6,29,29,29
10,RE_WIND_Onshore_Lim_7,29,29,29
11,RE_WIND_Onshore_Lim_8,29,29,29
12,RE_WIND_Onshore_Lim_9,29,29,29
13,RE_WIND_Offshore_Lim_0,29,29,29
14,RE_WIND_Offshore_Lim_1,29,29,29
15,RE_WIND_Offshore_Lim_2,29,29,29
16,RE_WIND_Offshore_Lim_3,29,29,29
17,RE_WIND_Offshore_Lim_4,29,29,29
18,RE_WIND_Offshore_Lim_5,29,29,29
19,RE_WIND_Offshore_Lim_6,29,29,29
20,RE_WIND_Offshore_Lim_7,29,29,29
21,RE_WIND_Offshore_Lim_8,29,29,29
22,RE_WIND_Offshore_Lim_9,29,29,29
23,HYDRO,29,29,29
24,PP_CO2,29,29,29
25,BESS,29,29,29
26,EL_to_HTH,29,29,29
27,EL_to_NH3,29,29,29
28,NH3_Storage,29,29,29
29,NH3_to_EL,29,29,29
30,NH3_to_HTH,29,29,29
31,FF_to_HTH,29,29,29
32,EL_Demand,29,29,29
33,HTH_Demand,29,29,29
