region,group,scenario,2022,2030,2040,2050
USA,0,high,105758000.0,105758000.0,105758000.0,105758000.0
USA,1,high,198837000.0,198837000.0,198837000.0,198837000.0
USA,2,high,118442000.0,118442000.0,118442000.0,118442000.0
USA,3,high,248916000.0,248916000.0,248916000.0,248916000.0
USA,4,high,255317000.0,255317000.0,255317000.0,255317000.0
USA,5,high,169070000.0,169070000.0,169070000.0,169070000.0
USA,6,high,334240000.0,334240000.0,334240000.0,334240000.0
USA,7,high,395209000.0,395209000.0,395209000.0,395209000.0
USA,8,high,541777000.0,541777000.0,541777000.0,541777000.0
USA,9,high,566418000.0,566418000.0,566418000.0,566418000.0
