country_key,Mitigation_Cost($/tCO2e)_autarky,Mitigation_Cost($/tCO2e)_collaboration
"('AU', 'ID', 'MM')",19.31723277227414,-4.535903936476612
"('AU', 'ID', 'MM', 'SG')",,-5.384012924798848
"('AU', 'MM')",4.526360762537484,-0.6972308273425497
"('AU', 'MM', 'SG')",,-5.033339160264862
"('ID', 'MM')",24.56686270778919,19.658919429705676
"('ID', 'MM', 'SG')",,16.32829887309781
"('MM',)",37.062051699033034,37.062051699033034
"('MM', 'SG')",,39.70610006590946
