region,group,scenario,2022,2030,2040,2050
JPN,0,high,51512000.0,51512000.0,51512000.0,51512000.0
JPN,1,high,76848000.0,76848000.0,76848000.0,76848000.0
JPN,2,high,54987000.0,54987000.0,54987000.0,54987000.0
JPN,3,high,72718000.0,72718000.0,72718000.0,72718000.0
JPN,4,high,96007000.0,96007000.0,96007000.0,96007000.0
JPN,5,high,64972000.0,64972000.0,64972000.0,64972000.0
JPN,6,high,134190000.0,134190000.0,134190000.0,134190000.0
JPN,7,high,147380000.0,147380000.0,147380000.0,147380000.0
JPN,8,high,84783000.0,84783000.0,84783000.0,84783000.0
JPN,9,high,260076000.0,260076000.0,260076000.0,260076000.0
