region,group,scenario,2022,2030,2040,2050
PER,0,high,14364000,14364000,14364000,14364000
PER,1,high,18917000,18917000,18917000,18917000
PER,2,high,7730000,7730000,7730000,7730000
PER,3,high,12007000,12007000,12007000,12007000
PER,4,high,40107000,40107000,40107000,40107000
PER,5,high,31212000,31212000,31212000,31212000
PER,6,high,57295000,57295000,57295000,57295000
PER,7,high,69657000,69657000,69657000,69657000
PER,8,high,61740000,61740000,61740000,61740000
PER,9,high,24038000,24038000,24038000,24038000
