region,group,scenario,2022,2030,2040,2050
PER,0,high,64070000,64070000,64070000,64070000
PER,1,high,71774500,71774500,71774500,71774500
PER,2,high,55961500,55961500,55961500,55961500
PER,3,high,32123000,32123000,32123000,32123000
PER,4,high,28623000,28623000,28623000,28623000
PER,5,high,46826500,46826500,46826500,46826500
PER,6,high,38962000,38962000,38962000,38962000
PER,7,high,33358500,33358500,33358500,33358500
PER,8,high,34258000,34258000,34258000,34258000
PER,9,high,79782500,79782500,79782500,79782500
