Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,8,8,93
1,RE_PV_Openfield_Lim,8,8,8
2,RE_PV_Rooftop_Lim,8,8,8
3,RE_WIND_Onshore_Lim_0,8,8,8
4,RE_WIND_Onshore_Lim_1,8,8,8
5,RE_WIND_Onshore_Lim_2,8,8,8
6,RE_WIND_Onshore_Lim_3,8,8,8
7,RE_WIND_Onshore_Lim_4,8,8,8
8,RE_WIND_Onshore_Lim_5,8,8,8
9,RE_WIND_Onshore_Lim_6,8,8,8
10,RE_WIND_Onshore_Lim_7,8,8,8
11,RE_WIND_Onshore_Lim_8,8,8,8
12,RE_WIND_Onshore_Lim_9,8,8,8
13,RE_WIND_Offshore_Lim_0,8,8,8
14,RE_WIND_Offshore_Lim_1,8,8,8
15,RE_WIND_Offshore_Lim_2,8,8,8
16,RE_WIND_Offshore_Lim_3,8,8,8
17,RE_WIND_Offshore_Lim_4,8,8,8
18,RE_WIND_Offshore_Lim_5,8,8,8
19,RE_WIND_Offshore_Lim_6,8,8,8
20,RE_WIND_Offshore_Lim_7,8,8,8
21,RE_WIND_Offshore_Lim_8,8,8,8
22,RE_WIND_Offshore_Lim_9,8,8,8
23,HYDRO,8,8,8
24,PP_CO2,8,8,8
25,BESS,8,8,8
26,EL_to_HTH,8,8,8
27,EL_to_NH3,8,8,8
28,NH3_Storage,8,8,8
29,NH3_to_EL,8,8,8
30,NH3_to_HTH,8,8,8
31,FF_to_HTH,8,8,8
32,EL_Demand,8,8,8
33,HTH_Demand,8,8,8
