Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,7.802483465,G$/GWp,262800,h,WINDOUT,24,0,347.632,GWp,0.02,0.1,GWp,0.005,IDN
2,7.444212167,G$/GWp,262800,h,WINDOUT,24,0,57.525,GWp,0.02,0.1,GWp,0.005,MYS
3,7.488943109,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,0.02,0.1,GWp,0.005,BRN
4,6.849706042,G$/GWp,262800,h,WINDOUT,24,0,11.925,GWp,0.02,0.1,GWp,0.005,KHM
5,4.41080167,G$/GWp,219000,h,WINDOUT,24,0,60.067,GWp,0.02,0.1,GWp,0.005,MMR
6,5.414208172,G$/GWp,262800,h,WINDOUT,24,0,64.904,GWp,0.02,0.1,GWp,0.005,PHL
7,6.33214006,G$/GWp,262800,h,WINDOUT,24,0,51.012,GWp,0.02,0.1,GWp,0.005,THA
8,5.403574803,G$/GWp,262800,h,WINDOUT,24,0,113.94,GWp,0.02,0.1,GWp,0.005,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,0.02,0.1,GWp,0.005,LAO
10,4.216167436,G$/GWp,219000,h,WINDOUT,24,0,572.431,GWp,0.02,0.1,GWp,0.005,AUS
11,3.4495241,G$/GWp,219000,h,WINDOUT,24,0,13.645,GWp,0.02,0.1,GWp,0.005,SAU
12,4.101015186,G$/GWp,219000,h,WINDOUT,24,0,211.267,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,3.945608689,G$/GWp,219000,h,WINDOUT,24,0,13.301,GWp,0.02,0.1,GWp,0.005,MAR
15,3.955106692,G$/GWp,219000,h,WINDOUT,24,0,0.152,GWp,0.02,0.1,GWp,0.005,KEN
16,5.49535979,G$/GWp,219000,h,WINDOUT,24,0,188.491,GWp,0.02,0.1,GWp,0.005,ZAF
17,5.281922827,G$/GWp,262800,h,WINDOUT,24,0,12.382,GWp,0.02,0.1,GWp,0.005,KOR
18,3.879151872,G$/GWp,219000,h,WINDOUT,24,0,7.225,GWp,0.02,0.1,GWp,0.005,EGY
19,3.961540949,G$/GWp,219000,h,WINDOUT,24,0,11.172,GWp,0.02,0.1,GWp,0.005,NGA
20,5.788181028,G$/GWp,262800,h,WINDOUT,24,0,636.713,GWp,0.02,0.1,GWp,0.005,BRA
21,5.101280001,G$/GWp,262800,h,WINDOUT,24,0,12.88,GWp,0.02,0.1,GWp,0.005,COL
22,4.434515562,G$/GWp,262800,h,WINDOUT,24,0,31.212,GWp,0.02,0.1,GWp,0.005,PER
23,3.796297508,G$/GWp,262800,h,WINDOUT,24,0,65.326,GWp,0.02,0.1,GWp,0.005,CHL
24,4.117652125,G$/GWp,219000,h,WINDOUT,24,0,53.31,GWp,0.02,0.1,GWp,0.005,FRA
25,3.036403663,G$/GWp,219000,h,WINDOUT,24,0,1.29,GWp,0.02,0.1,GWp,0.005,DEU
26,3.743354733,G$/GWp,219000,h,WINDOUT,24,0,169.07,GWp,0.02,0.1,GWp,0.005,USA
27,4.253493774,G$/GWp,219000,h,WINDOUT,24,0,1509.478,GWp,0.02,0.1,GWp,0.005,RUS
28,3.127501031,G$/GWp,219000,h,WINDOUT,24,0,139.874,GWp,0.02,0.1,GWp,0.005,CHN
29,4.218395063,G$/GWp,219000,h,WINDOUT,24,0,11.814,GWp,0.02,0.1,GWp,0.005,TUR
30,5.342375125,G$/GWp,219000,h,WINDOUT,24,0,64.972,GWp,0.02,0.1,GWp,0.005,JPN
