region,group,scenario,2022,2030,2040,2050
MMR,0,high,0.25574970164919136,0.1569967659561757,0.14658518635807197,0.13615563810142106
MMR,1,high,0.2951558375982806,0.18118696388384536,0.16917115906693603,0.15713461696497869
MMR,2,high,0.32059036193374346,0.1968004251647451,0.1837491799428189,0.17067541043754075
MMR,3,high,0.3317776065286779,0.2036679257328381,0.19016124737909382,0.17663125873999283
MMR,4,high,0.36949245331988695,0.22681989399153177,0.21177784286173026,0.19670983164796105
MMR,5,high,0.38576935555589387,0.23681177665790196,0.22110709224975095,0.20537530416256009
MMR,6,high,0.4029917057083801,0.24738404031517905,0.23097823340982565,0.21454411280435615
MMR,7,high,0.4395461586130632,0.26982367895532344,0.25192973895097515,0.23400491697574288
MMR,8,high,0.4890600323745226,0.30021870190308947,0.2803090503082539,0.2603650379588439
MMR,9,high,0.568132211315447,0.3487586465864323,0.32562996372888114,0.30246136460300577
