region,group,scenario,2022,2030,2040,2050
MMR,0,high,35515000.0,35515000.0,35515000.0,35515000.0
MMR,1,high,54402000.0,54402000.0,54402000.0,54402000.0
MMR,2,high,22414000.0,22414000.0,22414000.0,22414000.0
MMR,3,high,85275000.0,85275000.0,85275000.0,85275000.0
MMR,4,high,73270000.0,73270000.0,73270000.0,73270000.0
MMR,5,high,60067000.0,60067000.0,60067000.0,60067000.0
MMR,6,high,42371000.0,42371000.0,42371000.0,42371000.0
MMR,7,high,158592000.0,158592000.0,158592000.0,158592000.0
MMR,8,high,84987000.0,84987000.0,84987000.0,84987000.0
MMR,9,high,241444000.0,241444000.0,241444000.0,241444000.0
