region,group,scenario,2022,2030,2040,2050
EGY,0,high,160364000,160364000,160364000,160364000
EGY,1,high,192833000,192833000,192833000,192833000
EGY,2,high,280288500,280288500,280288500,280288500
EGY,3,high,312000500,312000500,312000500,312000500
EGY,4,high,336606000,336606000,336606000,336606000
EGY,5,high,400876000,400876000,400876000,400876000
EGY,6,high,378448000,378448000,378448000,378448000
EGY,7,high,429303000,429303000,429303000,429303000
EGY,8,high,277340000,277340000,277340000,277340000
EGY,9,high,224371000,224371000,224371000,224371000
