region,group,scenario,2022,2030,2040,2050
MMR,0,high,4322102.451081613,4322102.451081613,4322102.451081613,4322102.451081613
MMR,1,high,8106303.955964586,8106303.955964586,8106303.955964586,8106303.955964586
MMR,2,high,2304691.067512518,2304691.067512518,2304691.067512518,2304691.067512518
MMR,3,high,2638512.2027340773,2638512.2027340773,2638512.2027340773,2638512.2027340773
MMR,4,high,1507440.4804627458,1507440.4804627458,1507440.4804627458,1507440.4804627458
MMR,5,high,1433765.4194289183,1433765.4194289183,1433765.4194289183,1433765.4194289183
MMR,6,high,2558383.625814321,2558383.625814321,2558383.625814321,2558383.625814321
MMR,7,high,3702269.2760873362,3702269.2760873362,3702269.2760873362,3702269.2760873362
MMR,8,high,5369577.033680208,5369577.033680208,5369577.033680208,5369577.033680208
MMR,9,high,4482731.404721471,4482731.404721471,4482731.404721471,4482731.404721471
