region,group,scenario,2022,2030,2040,2050
CHN,0,high,4918297840.0,4918297840.0,4918297840.0,4918297840.0
CHN,1,high,7109208703.333333,7109208703.333333,7109208703.333333,7109208703.333333
CHN,2,high,7344466970.0,7344466970.0,7344466970.0,7344466970.0
CHN,3,high,7037669903.333334,7037669903.333334,7037669903.333334,7037669903.333334
CHN,4,high,8273056876.666666,8273056876.666666,8273056876.666666,8273056876.666666
CHN,5,high,10705645146.666666,10705645146.666666,10705645146.666666,10705645146.666666
CHN,6,high,10281075083.333332,10281075083.333332,10281075083.333332,10281075083.333332
CHN,7,high,6948120899.999999,6948120899.999999,6948120899.999999,6948120899.999999
CHN,8,high,1003417470.0,1003417470.0,1003417470.0,1003417470.0
CHN,9,high,2089197400.0000002,2089197400.0000002,2089197400.0000002,2089197400.0000002
