region,group,scenario,2022,2030,2040,2050
FRA,0,high,83471623.33333334,83471623.33333334,83471623.33333334,83471623.33333334
FRA,1,high,172582436.6666667,172582436.6666667,172582436.6666667,172582436.6666667
FRA,2,high,265776596.6666667,265776596.6666667,265776596.6666667,265776596.6666667
FRA,3,high,285236173.3333334,285236173.3333334,285236173.3333334,285236173.3333334
FRA,4,high,323590480.0,323590480.0,323590480.0,323590480.0
FRA,5,high,352011973.33333343,352011973.33333343,352011973.33333343,352011973.33333343
FRA,6,high,209064696.6666667,209064696.6666667,209064696.6666667,209064696.6666667
FRA,7,high,184077373.3333333,184077373.3333333,184077373.3333333,184077373.3333333
FRA,8,high,153023186.6666667,153023186.6666667,153023186.6666667,153023186.6666667
FRA,9,high,409951970.0,409951970.0,409951970.0,409951970.0
