region,group,scenario,2022,2030,2040,2050
FRA,0,high,2479.285714,1129.453398,899.6774612999998,666.3871130999999
FRA,1,high,2479.285714,1129.4533979999999,899.6774612999998,666.3871130999997
FRA,2,high,2479.2857139999996,1129.453398,899.6774613,666.3871131
FRA,3,high,2479.285714,1129.453398,899.6774612999999,666.3871130999997
FRA,4,high,2479.2857139999996,1129.4533979999999,899.6774613,666.3871131
FRA,5,high,2479.285714,1129.4533979999997,899.6774612999999,666.3871130999997
FRA,6,high,2479.2857139999996,1129.453398,899.6774612999998,666.3871130999999
FRA,7,high,2479.2857140000006,1129.4533980000003,899.6774613,666.3871131
FRA,8,high,2479.285714,1129.453398,899.6774612999999,666.3871130999999
FRA,9,high,2479.285714,1129.453398,899.6774613,666.3871131000001
