Charging_profile,Unit
0.072885321,GWh/GWh fleet
0.074471443,GWh/GWh fleet
0.074501945,GWh/GWh fleet
0.078299485,GWh/GWh fleet
0.081151453,GWh/GWh fleet
0.083454379,GWh/GWh fleet
0.083362872,GWh/GWh fleet
0.081425974,GWh/GWh fleet
0.081166704,GWh/GWh fleet
0.08136497,GWh/GWh fleet
0.081227709,GWh/GWh fleet
0.080892183,GWh/GWh fleet
0.081608988,GWh/GWh fleet
0.082966342,GWh/GWh fleet
0.085940319,GWh/GWh fleet
0.086641873,GWh/GWh fleet
0.086108082,GWh/GWh fleet
0.086641873,GWh/GWh fleet
0.078726518,GWh/GWh fleet
0.079214555,GWh/GWh fleet
0.072793814,GWh/GWh fleet
0.071314451,GWh/GWh fleet
0.070490888,GWh/GWh fleet
0.070521391,GWh/GWh fleet
0.073358107,GWh/GWh fleet
0.079199304,GWh/GWh fleet
0.085345524,GWh/GWh fleet
0.093870925,GWh/GWh fleet
0.098431024,GWh/GWh fleet
0.100886462,GWh/GWh fleet
0.101115229,GWh/GWh fleet
0.099803629,GWh/GWh fleet
0.101450755,GWh/GWh fleet
0.102182811,GWh/GWh fleet
0.102533588,GWh/GWh fleet
0.102015048,GWh/GWh fleet
0.09916308,GWh/GWh fleet
0.09576207,GWh/GWh fleet
0.096433121,GWh/GWh fleet
0.095274033,GWh/GWh fleet
0.092925353,GWh/GWh fleet
0.095274033,GWh/GWh fleet
0.083896663,GWh/GWh fleet
0.075127243,GWh/GWh fleet
0.076743866,GWh/GWh fleet
0.075020485,GWh/GWh fleet
0.073922401,GWh/GWh fleet
0.073815642,GWh/GWh fleet
0.076103317,GWh/GWh fleet
0.08136497,GWh/GWh fleet
0.086626622,GWh/GWh fleet
0.095304535,GWh/GWh fleet
0.099224085,GWh/GWh fleet
0.101588015,GWh/GWh fleet
0.101679522,GWh/GWh fleet
0.10021541,GWh/GWh fleet
0.10047468,GWh/GWh fleet
0.100550936,GWh/GWh fleet
0.100322169,GWh/GWh fleet
0.099910387,GWh/GWh fleet
0.09785148,GWh/GWh fleet
0.094938507,GWh/GWh fleet
0.095716317,GWh/GWh fleet
0.094724991,GWh/GWh fleet
0.092117041,GWh/GWh fleet
0.094724991,GWh/GWh fleet
0.082920588,GWh/GWh fleet
0.079443323,GWh/GWh fleet
0.07587455,GWh/GWh fleet
0.074196922,GWh/GWh fleet
0.073083586,GWh/GWh fleet
0.072931075,GWh/GWh fleet
0.075264503,GWh/GWh fleet
0.080571909,GWh/GWh fleet
0.085726803,GWh/GWh fleet
0.094267456,GWh/GWh fleet
0.098415773,GWh/GWh fleet
0.100962718,GWh/GWh fleet
0.101069476,GWh/GWh fleet
0.099971392,GWh/GWh fleet
0.101557513,GWh/GWh fleet
0.101725276,GWh/GWh fleet
0.099437601,GWh/GWh fleet
0.098583536,GWh/GWh fleet
0.096600884,GWh/GWh fleet
0.094145446,GWh/GWh fleet
0.094648735,GWh/GWh fleet
0.093474395,GWh/GWh fleet
0.090363157,GWh/GWh fleet
0.093474395,GWh/GWh fleet
0.0811057,GWh/GWh fleet
0.078635011,GWh/GWh fleet
0.074257926,GWh/GWh fleet
0.072717559,GWh/GWh fleet
0.071878744,GWh/GWh fleet
0.071985503,GWh/GWh fleet
0.074532447,GWh/GWh fleet
0.079855104,GWh/GWh fleet
0.0850405,GWh/GWh fleet
0.09367266,GWh/GWh fleet
0.097561708,GWh/GWh fleet
0.100566187,GWh/GWh fleet
0.100871211,GWh/GWh fleet
0.099773127,GWh/GWh fleet
0.101755778,GWh/GWh fleet
0.101542262,GWh/GWh fleet
0.098934312,GWh/GWh fleet
0.097607461,GWh/GWh fleet
0.094953758,GWh/GWh fleet
0.092498321,GWh/GWh fleet
0.092696586,GWh/GWh fleet
0.091400237,GWh/GWh fleet
0.088853292,GWh/GWh fleet
0.091400237,GWh/GWh fleet
0.080998942,GWh/GWh fleet
0.076987885,GWh/GWh fleet
0.074395187,GWh/GWh fleet
0.07273281,GWh/GWh fleet
0.071634726,GWh/GWh fleet
0.071238195,GWh/GWh fleet
0.071771986,GWh/GWh fleet
0.073205596,GWh/GWh fleet
0.073983405,GWh/GWh fleet
0.077826699,GWh/GWh fleet
0.080831179,GWh/GWh fleet
0.083362872,GWh/GWh fleet
0.083698398,GWh/GWh fleet
0.083301868,GWh/GWh fleet
0.083423877,GWh/GWh fleet
0.083057849,GWh/GWh fleet
0.082996844,GWh/GWh fleet
0.083317119,GWh/GWh fleet
0.08333237,GWh/GWh fleet
0.083805156,GWh/GWh fleet
0.086260594,GWh/GWh fleet
0.085528538,GWh/GWh fleet
0.084094928,GWh/GWh fleet
0.085528538,GWh/GWh fleet
0.077597932,GWh/GWh fleet
0.077201401,GWh/GWh fleet
0.072351531,GWh/GWh fleet
0.070689153,GWh/GWh fleet
0.069835088,GWh/GWh fleet
0.06959107,GWh/GWh fleet
0.07078066,GWh/GWh fleet
0.073205596,GWh/GWh fleet
0.076149071,GWh/GWh fleet
0.083484882,GWh/GWh fleet
0.087877217,GWh/GWh fleet
0.090957953,GWh/GWh fleet
0.091415488,GWh/GWh fleet
0.089905622,GWh/GWh fleet
0.08921932,GWh/GWh fleet
0.088777036,GWh/GWh fleet
0.088624524,GWh/GWh fleet
0.087297673,GWh/GWh fleet
0.086306347,GWh/GWh fleet
0.086931645,GWh/GWh fleet
0.088731283,GWh/GWh fleet
0.088807538,GWh/GWh fleet
0.087816213,GWh/GWh fleet
0.088807538,GWh/GWh fleet
0.081441225,GWh/GWh fleet
0.074745964,GWh/GWh fleet
0.075630531,GWh/GWh fleet
0.073541121,GWh/GWh fleet
0.072565047,GWh/GWh fleet
0.071924498,GWh/GWh fleet
0.0726108,GWh/GWh fleet
0.074212173,GWh/GWh fleet
0.07470021,GWh/GWh fleet
0.078543504,GWh/GWh fleet
0.081395472,GWh/GWh fleet
0.083225612,GWh/GWh fleet
0.083088351,GWh/GWh fleet
0.082615565,GWh/GWh fleet
0.082844333,GWh/GWh fleet
0.081975016,GWh/GWh fleet
0.082203784,GWh/GWh fleet
0.082630816,GWh/GWh fleet
0.082661319,GWh/GWh fleet
0.083622142,GWh/GWh fleet
0.086748631,GWh/GWh fleet
0.08778571,GWh/GWh fleet
0.087480687,GWh/GWh fleet
0.08778571,GWh/GWh fleet
0.08019063,GWh/GWh fleet
0.078131722,GWh/GWh fleet
0.073952903,GWh/GWh fleet
0.072290526,GWh/GWh fleet
0.071314451,GWh/GWh fleet
0.071909247,GWh/GWh fleet
0.074364684,GWh/GWh fleet
0.079977113,GWh/GWh fleet
0.086062329,GWh/GWh fleet
0.095518051,GWh/GWh fleet
0.099879885,GWh/GWh fleet
0.102259067,GWh/GWh fleet
0.101710025,GWh/GWh fleet
0.100261164,GWh/GWh fleet
0.101206736,GWh/GWh fleet
0.102518337,GWh/GWh fleet
0.102991123,GWh/GWh fleet
0.102594592,GWh/GWh fleet
0.100291666,GWh/GWh fleet
0.09719568,GWh/GWh fleet
0.096478875,GWh/GWh fleet
0.095335037,GWh/GWh fleet
0.092940604,GWh/GWh fleet
0.095335037,GWh/GWh fleet
0.083652644,GWh/GWh fleet
0.076576103,GWh/GWh fleet
0.076423592,GWh/GWh fleet
0.074669708,GWh/GWh fleet
0.073693633,GWh/GWh fleet
0.073678382,GWh/GWh fleet
0.076225327,GWh/GWh fleet
0.081975016,GWh/GWh fleet
0.087038403,GWh/GWh fleet
0.095746819,GWh/GWh fleet
0.09942235,GWh/GWh fleet
0.101267741,GWh/GWh fleet
0.101588015,GWh/GWh fleet
0.100688197,GWh/GWh fleet
0.102991123,GWh/GWh fleet
0.102792857,GWh/GWh fleet
0.102030299,GWh/GWh fleet
0.102411578,GWh/GWh fleet
0.099788378,GWh/GWh fleet
0.097287187,GWh/GWh fleet
0.098095498,GWh/GWh fleet
0.096799149,GWh/GWh fleet
0.094358963,GWh/GWh fleet
0.096799149,GWh/GWh fleet
0.085315021,GWh/GWh fleet
0.079046792,GWh/GWh fleet
0.078802774,GWh/GWh fleet
0.077369164,GWh/GWh fleet
0.07601181,GWh/GWh fleet
0.075691536,GWh/GWh fleet
0.078055467,GWh/GWh fleet
0.0830731,GWh/GWh fleet
0.088411008,GWh/GWh fleet
0.097348191,GWh/GWh fleet
0.101221987,GWh/GWh fleet
0.103692676,GWh/GWh fleet
0.103677425,GWh/GWh fleet
0.102381076,GWh/GWh fleet
0.103494411,GWh/GWh fleet
0.104821263,GWh/GWh fleet
0.105141537,GWh/GWh fleet
0.104592495,GWh/GWh fleet
0.101679522,GWh/GWh fleet
0.099041071,GWh/GWh fleet
0.099117326,GWh/GWh fleet
0.097820977,GWh/GWh fleet
0.095746819,GWh/GWh fleet
0.097820977,GWh/GWh fleet
0.086809636,GWh/GWh fleet
0.081075197,GWh/GWh fleet
0.079626337,GWh/GWh fleet
0.077902955,GWh/GWh fleet
0.076682862,GWh/GWh fleet
0.076301582,GWh/GWh fleet
0.07849775,GWh/GWh fleet
0.083393375,GWh/GWh fleet
0.088380506,GWh/GWh fleet
0.096921159,GWh/GWh fleet
0.10099322,GWh/GWh fleet
0.102869113,GWh/GWh fleet
0.103113132,GWh/GWh fleet
0.101832034,GWh/GWh fleet
0.103250392,GWh/GWh fleet
0.10373843,GWh/GWh fleet
0.103067378,GWh/GWh fleet
0.102640346,GWh/GWh fleet
0.100169657,GWh/GWh fleet
0.096997414,GWh/GWh fleet
0.097790475,GWh/GWh fleet
0.096997414,GWh/GWh fleet
0.094785995,GWh/GWh fleet
0.096997414,GWh/GWh fleet
0.086047077,GWh/GWh fleet
0.082356295,GWh/GWh fleet
0.079443323,GWh/GWh fleet
0.077628434,GWh/GWh fleet
0.076332085,GWh/GWh fleet
0.076103317,GWh/GWh fleet
0.078604508,GWh/GWh fleet
0.083256114,GWh/GWh fleet
0.088380506,GWh/GWh fleet
0.097088921,GWh/GWh fleet
0.100855959,GWh/GWh fleet
0.103158885,GWh/GWh fleet
0.102945369,GWh/GWh fleet
0.101679522,GWh/GWh fleet
0.103463909,GWh/GWh fleet
0.104195965,GWh/GWh fleet
0.103753681,GWh/GWh fleet
0.10256409,GWh/GWh fleet
0.09981888,GWh/GWh fleet
0.096478875,GWh/GWh fleet
0.096585633,GWh/GWh fleet
0.095289284,GWh/GWh fleet
0.093245628,GWh/GWh fleet
0.095289284,GWh/GWh fleet
0.086458859,GWh/GWh fleet
0.081929263,GWh/GWh fleet
0.080053369,GWh/GWh fleet
0.077902955,GWh/GWh fleet
0.076545601,GWh/GWh fleet
0.075859299,GWh/GWh fleet
0.076637108,GWh/GWh fleet
0.078726518,GWh/GWh fleet
0.080937937,GWh/GWh fleet
0.087755208,GWh/GWh fleet
0.091918776,GWh/GWh fleet
0.09445047,GWh/GWh fleet
0.094252205,GWh/GWh fleet
0.092833846,GWh/GWh fleet
0.09118672,GWh/GWh fleet
0.089570097,GWh/GWh fleet
0.088456762,GWh/GWh fleet
0.087572194,GWh/GWh fleet
0.086489361,GWh/GWh fleet
0.086489361,GWh/GWh fleet
0.089158315,GWh/GWh fleet
0.089204069,GWh/GWh fleet
0.088151738,GWh/GWh fleet
0.089204069,GWh/GWh fleet
0.083118854,GWh/GWh fleet
0.082844333,GWh/GWh fleet
0.076606606,GWh/GWh fleet
0.074852722,GWh/GWh fleet
0.073449614,GWh/GWh fleet
0.072717559,GWh/GWh fleet
0.073220847,GWh/GWh fleet
0.074974731,GWh/GWh fleet
0.075401764,GWh/GWh fleet
0.079611085,GWh/GWh fleet
0.082951091,GWh/GWh fleet
0.085498035,GWh/GWh fleet
0.085787808,GWh/GWh fleet
0.085482784,GWh/GWh fleet
0.086382603,GWh/GWh fleet
0.086687626,GWh/GWh fleet
0.085132007,GWh/GWh fleet
0.083652644,GWh/GWh fleet
0.083317119,GWh/GWh fleet
0.084781231,GWh/GWh fleet
0.087922971,GWh/GWh fleet
0.088807538,GWh/GWh fleet
0.088868543,GWh/GWh fleet
0.088807538,GWh/GWh fleet
0.081792002,GWh/GWh fleet
0.079763597,GWh/GWh fleet
0.075722038,GWh/GWh fleet
0.073922401,GWh/GWh fleet
0.072885321,GWh/GWh fleet
0.072671805,GWh/GWh fleet
0.075462768,GWh/GWh fleet
0.0811057,GWh/GWh fleet
0.086931645,GWh/GWh fleet
0.096311112,GWh/GWh fleet
0.100779704,GWh/GWh fleet
0.102731853,GWh/GWh fleet
0.102716602,GWh/GWh fleet
0.101572764,GWh/GWh fleet
0.10361642,GWh/GWh fleet
0.103921444,GWh/GWh fleet
0.104485737,GWh/GWh fleet
0.103631672,GWh/GWh fleet
0.100962718,GWh/GWh fleet
0.097043168,GWh/GWh fleet
0.097622712,GWh/GWh fleet
0.096326363,GWh/GWh fleet
0.094069191,GWh/GWh fleet
0.096326363,GWh/GWh fleet
0.08516251,GWh/GWh fleet
0.078421495,GWh/GWh fleet
0.078390992,GWh/GWh fleet
0.076454094,GWh/GWh fleet
0.075417015,GWh/GWh fleet
0.075050987,GWh/GWh fleet
0.077399666,GWh/GWh fleet
0.082356295,GWh/GWh fleet
0.087404431,GWh/GWh fleet
0.096509377,GWh/GWh fleet
0.10033742,GWh/GWh fleet
0.102838611,GWh/GWh fleet
0.10270135,GWh/GWh fleet
0.101496508,GWh/GWh fleet
0.10321989,GWh/GWh fleet
0.104028202,GWh/GWh fleet
0.104317974,GWh/GWh fleet
0.103784183,GWh/GWh fleet
0.100947466,GWh/GWh fleet
0.09707367,GWh/GWh fleet
0.097622712,GWh/GWh fleet
0.096326363,GWh/GWh fleet
0.094297958,GWh/GWh fleet
0.096326363,GWh/GWh fleet
0.085742054,GWh/GWh fleet
0.081166704,GWh/GWh fleet
0.078726518,GWh/GWh fleet
0.076850624,GWh/GWh fleet
0.075401764,GWh/GWh fleet
0.075050987,GWh/GWh fleet
0.077140397,GWh/GWh fleet
0.082051272,GWh/GWh fleet
0.08699265,GWh/GWh fleet
0.095380791,GWh/GWh fleet
0.099452852,GWh/GWh fleet
0.101999797,GWh/GWh fleet
0.102152309,GWh/GWh fleet
0.101084727,GWh/GWh fleet
0.103067378,GWh/GWh fleet
0.103570667,GWh/GWh fleet
0.103524913,GWh/GWh fleet
0.10308263,GWh/GWh fleet
0.100200159,GWh/GWh fleet
0.0968144,GWh/GWh fleet
0.097683717,GWh/GWh fleet
0.09667714,GWh/GWh fleet
0.094648735,GWh/GWh fleet
0.09667714,GWh/GWh fleet
0.086016575,GWh/GWh fleet
0.081410723,GWh/GWh fleet
0.079184053,GWh/GWh fleet
0.077643685,GWh/GWh fleet
0.076164322,GWh/GWh fleet
0.075935554,GWh/GWh fleet
0.078162225,GWh/GWh fleet
0.082905337,GWh/GWh fleet
0.087922971,GWh/GWh fleet
0.096494126,GWh/GWh fleet
0.100184908,GWh/GWh fleet
0.102274318,GWh/GWh fleet
0.102121806,GWh/GWh fleet
0.101237239,GWh/GWh fleet
0.103006374,GWh/GWh fleet
0.103540165,GWh/GWh fleet
0.103585918,GWh/GWh fleet
0.103418155,GWh/GWh fleet
0.100550936,GWh/GWh fleet
0.096631386,GWh/GWh fleet
0.097378694,GWh/GWh fleet
0.09641787,GWh/GWh fleet
0.094511474,GWh/GWh fleet
0.09641787,GWh/GWh fleet
0.086413105,GWh/GWh fleet
0.081853007,GWh/GWh fleet
0.079870355,GWh/GWh fleet
0.078314736,GWh/GWh fleet
0.077460671,GWh/GWh fleet
0.077140397,GWh/GWh fleet
0.078894281,GWh/GWh fleet
0.083606891,GWh/GWh fleet
0.088594022,GWh/GWh fleet
0.09759221,GWh/GWh fleet
0.10151176,GWh/GWh fleet
0.104256969,GWh/GWh fleet
0.104211216,GWh/GWh fleet
0.102670848,GWh/GWh fleet
0.104211216,GWh/GWh fleet
0.104424732,GWh/GWh fleet
0.104119709,GWh/GWh fleet
0.103692676,GWh/GWh fleet
0.100566187,GWh/GWh fleet
0.09707367,GWh/GWh fleet
0.096997414,GWh/GWh fleet
0.095823075,GWh/GWh fleet
0.094389465,GWh/GWh fleet
0.095823075,GWh/GWh fleet
0.087495938,GWh/GWh fleet
0.082707072,GWh/GWh fleet
0.081258211,GWh/GWh fleet
0.079336564,GWh/GWh fleet
0.077597932,GWh/GWh fleet
0.076942131,GWh/GWh fleet
0.077750443,GWh/GWh fleet
0.079611085,GWh/GWh fleet
0.081715746,GWh/GWh fleet
0.08882279,GWh/GWh fleet
0.092864349,GWh/GWh fleet
0.095487549,GWh/GWh fleet
0.095518051,GWh/GWh fleet
0.094358963,GWh/GWh fleet
0.093718414,GWh/GWh fleet
0.093291381,GWh/GWh fleet
0.091873023,GWh/GWh fleet
0.090088636,GWh/GWh fleet
0.089082059,GWh/GWh fleet
0.089448087,GWh/GWh fleet
0.09170526,GWh/GWh fleet
0.091567999,GWh/GWh fleet
0.091064711,GWh/GWh fleet
0.091567999,GWh/GWh fleet
0.086016575,GWh/GWh fleet
0.084018672,GWh/GWh fleet
0.079977113,GWh/GWh fleet
0.078192727,GWh/GWh fleet
0.076591355,GWh/GWh fleet
0.07547802,GWh/GWh fleet
0.075722038,GWh/GWh fleet
0.075996559,GWh/GWh fleet
0.075981308,GWh/GWh fleet
0.079107797,GWh/GWh fleet
0.082097025,GWh/GWh fleet
0.084857486,GWh/GWh fleet
0.085726803,GWh/GWh fleet
0.085726803,GWh/GWh fleet
0.086489361,GWh/GWh fleet
0.086763882,GWh/GWh fleet
0.086413105,GWh/GWh fleet
0.085101505,GWh/GWh fleet
0.084491458,GWh/GWh fleet
0.085406528,GWh/GWh fleet
0.088365255,GWh/GWh fleet
0.089524343,GWh/GWh fleet
0.08935658,GWh/GWh fleet
0.089524343,GWh/GWh fleet
0.082066523,GWh/GWh fleet
0.082112277,GWh/GWh fleet
0.075401764,GWh/GWh fleet
0.07378514,GWh/GWh fleet
0.072946326,GWh/GWh fleet
0.072915824,GWh/GWh fleet
0.075554275,GWh/GWh fleet
0.0811057,GWh/GWh fleet
0.086977399,GWh/GWh fleet
0.096539879,GWh/GWh fleet
0.101160983,GWh/GWh fleet
0.103662174,GWh/GWh fleet
0.1039977,GWh/GWh fleet
0.102945369,GWh/GWh fleet
0.10479076,GWh/GWh fleet
0.105553318,GWh/GWh fleet
0.104668751,GWh/GWh fleet
0.10308263,GWh/GWh fleet
0.099635866,GWh/GWh fleet
0.096570382,GWh/GWh fleet
0.096982163,GWh/GWh fleet
0.096189103,GWh/GWh fleet
0.094130195,GWh/GWh fleet
0.096189103,GWh/GWh fleet
0.085452282,GWh/GWh fleet
0.078238481,GWh/GWh fleet
0.078467248,GWh/GWh fleet
0.076743866,GWh/GWh fleet
0.075706787,GWh/GWh fleet
0.075432266,GWh/GWh fleet
0.077567429,GWh/GWh fleet
0.082524058,GWh/GWh fleet
0.087602696,GWh/GWh fleet
0.096875405,GWh/GWh fleet
0.101466006,GWh/GWh fleet
0.104241718,GWh/GWh fleet
0.104317974,GWh/GWh fleet
0.102899616,GWh/GWh fleet
0.104211216,GWh/GWh fleet
0.104699253,GWh/GWh fleet
0.102213313,GWh/GWh fleet
0.101313494,GWh/GWh fleet
0.098659792,GWh/GWh fleet
0.094999512,GWh/GWh fleet
0.094999512,GWh/GWh fleet
0.093870925,GWh/GWh fleet
0.091613753,GWh/GWh fleet
0.093870925,GWh/GWh fleet
0.0817615,GWh/GWh fleet
0.081166704,GWh/GWh fleet
0.07561528,GWh/GWh fleet
0.074227424,GWh/GWh fleet
0.073251349,GWh/GWh fleet
0.073297103,GWh/GWh fleet
0.075981308,GWh/GWh fleet
0.081151453,GWh/GWh fleet
0.086230091,GWh/GWh fleet
0.094602981,GWh/GWh fleet
0.098400522,GWh/GWh fleet
0.101466006,GWh/GWh fleet
0.101710025,GWh/GWh fleet
0.100642443,GWh/GWh fleet
0.102609844,GWh/GWh fleet
0.103326648,GWh/GWh fleet
0.103280895,GWh/GWh fleet
0.102350574,GWh/GWh fleet
0.099742624,GWh/GWh fleet
0.09719568,GWh/GWh fleet
0.097226182,GWh/GWh fleet
0.094892754,GWh/GWh fleet
0.09262033,GWh/GWh fleet
0.094892754,GWh/GWh fleet
0.083408626,GWh/GWh fleet
0.077750443,GWh/GWh fleet
0.076743866,GWh/GWh fleet
0.075142494,GWh/GWh fleet
0.074151168,GWh/GWh fleet
0.073998656,GWh/GWh fleet
0.076545601,GWh/GWh fleet
0.0817615,GWh/GWh fleet
0.086657124,GWh/GWh fleet
0.095487549,GWh/GWh fleet
0.10007815,GWh/GWh fleet
0.102289569,GWh/GWh fleet
0.101923541,GWh/GWh fleet
0.100901713,GWh/GWh fleet
0.102350574,GWh/GWh fleet
0.102198062,GWh/GWh fleet
0.101237239,GWh/GWh fleet
0.100184908,GWh/GWh fleet
0.09772947,GWh/GWh fleet
0.095533303,GWh/GWh fleet
0.095685814,GWh/GWh fleet
0.094663986,GWh/GWh fleet
0.092147544,GWh/GWh fleet
0.094663986,GWh/GWh fleet
0.082951091,GWh/GWh fleet
0.079306062,GWh/GWh fleet
0.076454094,GWh/GWh fleet
0.074623954,GWh/GWh fleet
0.073586875,GWh/GWh fleet
0.07338861,GWh/GWh fleet
0.075783043,GWh/GWh fleet
0.081044695,GWh/GWh fleet
0.085803059,GWh/GWh fleet
0.094511474,GWh/GWh fleet
0.098827554,GWh/GWh fleet
0.101313494,GWh/GWh fleet
0.101145732,GWh/GWh fleet
0.100093401,GWh/GWh fleet
0.101984546,GWh/GWh fleet
0.102548839,GWh/GWh fleet
0.100459429,GWh/GWh fleet
0.098187005,GWh/GWh fleet
0.095472298,GWh/GWh fleet
0.092818595,GWh/GWh fleet
0.093184623,GWh/GWh fleet
0.091552748,GWh/GWh fleet
0.089265073,GWh/GWh fleet
0.091552748,GWh/GWh fleet
0.081868258,GWh/GWh fleet
0.079123048,GWh/GWh fleet
0.075966057,GWh/GWh fleet
0.07378514,GWh/GWh fleet
0.072854819,GWh/GWh fleet
0.072748061,GWh/GWh fleet
0.073586875,GWh/GWh fleet
0.076210075,GWh/GWh fleet
0.07849775,GWh/GWh fleet
0.085330273,GWh/GWh fleet
0.090119139,GWh/GWh fleet
0.092971107,GWh/GWh fleet
0.092284804,GWh/GWh fleet
0.091110464,GWh/GWh fleet
0.090607176,GWh/GWh fleet
0.089493841,GWh/GWh fleet
0.088075482,GWh/GWh fleet
0.086428357,GWh/GWh fleet
0.085177761,GWh/GWh fleet
0.085589542,GWh/GWh fleet
0.088075482,GWh/GWh fleet
0.087587445,GWh/GWh fleet
0.086641873,GWh/GWh fleet
0.087587445,GWh/GWh fleet
0.080632914,GWh/GWh fleet
0.078146974,GWh/GWh fleet
0.074456191,GWh/GWh fleet
0.073205596,GWh/GWh fleet
0.071726233,GWh/GWh fleet
0.0712992,GWh/GWh fleet
0.071802489,GWh/GWh fleet
0.073159842,GWh/GWh fleet
0.073708884,GWh/GWh fleet
0.07744542,GWh/GWh fleet
0.080266886,GWh/GWh fleet
0.082707072,GWh/GWh fleet
0.083545886,GWh/GWh fleet
0.0837289,GWh/GWh fleet
0.08450671,GWh/GWh fleet
0.083881412,GWh/GWh fleet
0.083484882,GWh/GWh fleet
0.082981593,GWh/GWh fleet
0.082691821,GWh/GWh fleet
0.084369449,GWh/GWh fleet
0.08699265,GWh/GWh fleet
0.087434933,GWh/GWh fleet
0.086840138,GWh/GWh fleet
0.087434933,GWh/GWh fleet
0.079458574,GWh/GWh fleet
0.077491173,GWh/GWh fleet
0.0732666,GWh/GWh fleet
0.071924498,GWh/GWh fleet
0.070856916,GWh/GWh fleet
0.070917921,GWh/GWh fleet
0.073556373,GWh/GWh fleet
0.079839853,GWh/GWh fleet
0.08595557,GWh/GWh fleet
0.094297958,GWh/GWh fleet
0.098583536,GWh/GWh fleet
0.101801532,GWh/GWh fleet
0.101298243,GWh/GWh fleet
0.099879885,GWh/GWh fleet
0.099635866,GWh/GWh fleet
0.098873308,GWh/GWh fleet
0.098614038,GWh/GWh fleet
0.098690294,GWh/GWh fleet
0.096600884,GWh/GWh fleet
0.09470974,GWh/GWh fleet
0.094892754,GWh/GWh fleet
0.093733665,GWh/GWh fleet
0.090973204,GWh/GWh fleet
0.093733665,GWh/GWh fleet
0.08163949,GWh/GWh fleet
0.075600029,GWh/GWh fleet
0.075157745,GWh/GWh fleet
0.073754638,GWh/GWh fleet
0.07273281,GWh/GWh fleet
0.072671805,GWh/GWh fleet
0.075142494,GWh/GWh fleet
0.080770174,GWh/GWh fleet
0.085498035,GWh/GWh fleet
0.094084442,GWh/GWh fleet
0.098492029,GWh/GWh fleet
0.101298243,GWh/GWh fleet
0.101038973,GWh/GWh fleet
0.100520434,GWh/GWh fleet
0.102106555,GWh/GWh fleet
0.102731853,GWh/GWh fleet
0.102442081,GWh/GWh fleet
0.100688197,GWh/GWh fleet
0.097424447,GWh/GWh fleet
0.09445047,GWh/GWh fleet
0.093642158,GWh/GWh fleet
0.092605079,GWh/GWh fleet
0.089951376,GWh/GWh fleet
0.092605079,GWh/GWh fleet
0.081090449,GWh/GWh fleet
0.077552178,GWh/GWh fleet
0.074944229,GWh/GWh fleet
0.073053084,GWh/GWh fleet
0.072092261,GWh/GWh fleet
0.072138014,GWh/GWh fleet
0.07470021,GWh/GWh fleet
0.080266886,GWh/GWh fleet
0.085604794,GWh/GWh fleet
0.094023437,GWh/GWh fleet
0.098339517,GWh/GWh fleet
0.10125249,GWh/GWh fleet
0.101282992,GWh/GWh fleet
0.099498606,GWh/GWh fleet
0.101420253,GWh/GWh fleet
0.101008471,GWh/GWh fleet
0.100764452,GWh/GWh fleet
0.100428927,GWh/GWh fleet
0.098476778,GWh/GWh fleet
0.095670563,GWh/GWh fleet
0.096494126,GWh/GWh fleet
0.095213028,GWh/GWh fleet
0.092681335,GWh/GWh fleet
0.095213028,GWh/GWh fleet
0.083378123,GWh/GWh fleet
0.076972634,GWh/GWh fleet
0.076408341,GWh/GWh fleet
0.074745964,GWh/GWh fleet
0.07364788,GWh/GWh fleet
0.073480117,GWh/GWh fleet
0.075600029,GWh/GWh fleet
0.080205881,GWh/GWh fleet
0.085376026,GWh/GWh fleet
0.093123618,GWh/GWh fleet
0.096616135,GWh/GWh fleet
0.098598787,GWh/GWh fleet
0.098232759,GWh/GWh fleet
0.097561708,GWh/GWh fleet
0.100139155,GWh/GWh fleet
0.100657694,GWh/GWh fleet
0.099879885,GWh/GWh fleet
0.098354768,GWh/GWh fleet
0.096616135,GWh/GWh fleet
0.093870925,GWh/GWh fleet
0.092925353,GWh/GWh fleet
0.090774939,GWh/GWh fleet
0.088014478,GWh/GWh fleet
0.090774939,GWh/GWh fleet
0.080282137,GWh/GWh fleet
0.079046792,GWh/GWh fleet
0.073983405,GWh/GWh fleet
0.072321028,GWh/GWh fleet
0.070948423,GWh/GWh fleet
0.070445135,GWh/GWh fleet
0.070978926,GWh/GWh fleet
0.072397284,GWh/GWh fleet
0.072946326,GWh/GWh fleet
0.076210075,GWh/GWh fleet
0.078940034,GWh/GWh fleet
0.081608988,GWh/GWh fleet
0.082127528,GWh/GWh fleet
0.081776751,GWh/GWh fleet
0.082646067,GWh/GWh fleet
0.082768077,GWh/GWh fleet
0.082325793,GWh/GWh fleet
0.082493556,GWh/GWh fleet
0.082173281,GWh/GWh fleet
0.083088351,GWh/GWh fleet
0.084582965,GWh/GWh fleet
0.084750728,GWh/GWh fleet
0.083820407,GWh/GWh fleet
0.084750728,GWh/GWh fleet
0.078406243,GWh/GWh fleet
0.076820122,GWh/GWh fleet
0.072595549,GWh/GWh fleet
0.070795912,GWh/GWh fleet
0.069774084,GWh/GWh fleet
0.069545316,GWh/GWh fleet
0.070582395,GWh/GWh fleet
0.07312934,GWh/GWh fleet
0.075905052,GWh/GWh fleet
0.08202077,GWh/GWh fleet
0.08529977,GWh/GWh fleet
0.087480687,GWh/GWh fleet
