region,group,scenario,2022,2030,2040,2050
DEU,0,high,3239.6101278552187,3202.0852061184837,3013.286154813688,2825.1078118809123
DEU,1,high,3410.0081645165305,3370.5094950949024,3171.7799316617393,2973.7037248155784
DEU,2,high,3400.898833171796,3361.505678590623,3163.3069917284097,2965.7599161079356
DEU,3,high,3401.470046920594,3362.0702758793022,3163.8382996367004,2966.258044080222
DEU,4,high,3534.1495060980365,3493.2128876815245,3287.2485748207127,3081.9614039923827
DEU,5,high,3481.9074932173144,3441.576002383249,3238.6562665180845,3036.4036631307026
DEU,6,high,3742.0485995137633,3698.7038526800534,3480.6235289244296,3263.2601806080115
DEU,7,high,4139.146714194588,4091.202316450086,3849.9797797837145,3609.5503024414966
DEU,8,high,4769.967452590513,4714.716157440458,4436.730444881874,4159.658656720125
DEU,9,high,6024.2389793559805,5954.459256703553,5603.37670070205,5253.448387162427
