Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,1.917519263,G$/GWp,262800,h,WINDOUT,24,0,0.0008,GWp,0.02,0.1,GWp,0.005,SGP
1,1.888463865,G$/GWp,262800,h,WINDOUT,24,0,66.4448,GWp,0.02,0.1,GWp,0.005,IDN
2,1.973104235,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,0.02,0.1,GWp,0.005,MYS
3,2.043401531,G$/GWp,262800,h,WINDOUT,24,0,0.028,GWp,0.02,0.1,GWp,0.005,BRN
4,1.472384838,G$/GWp,262800,h,WINDOUT,24,0,10.6326,GWp,0.02,0.1,GWp,0.005,KHM
5,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,126.8225,GWp,0.02,0.1,GWp,0.005,MMR
6,1.333169238,G$/GWp,262800,h,WINDOUT,24,0,17.0572,GWp,0.02,0.1,GWp,0.005,PHL
7,1.443805064,G$/GWp,262800,h,WINDOUT,24,0,41.47,GWp,0.02,0.1,GWp,0.005,THA
8,1.354384549,G$/GWp,262800,h,WINDOUT,24,0,20.8008,GWp,0.02,0.1,GWp,0.005,VNM
9,1.431605136,G$/GWp,262800,h,WINDOUT,24,0,12.9398,GWp,0.02,0.1,GWp,0.005,LAO
10,1.278948361,G$/GWp,219000,h,WINDOUT,24,0,1536.192,GWp,0.02,0.1,GWp,0.005,AUS
11,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,409.5735,GWp,0.02,0.1,GWp,0.005,SAU
12,1.112548261,G$/GWp,219000,h,WINDOUT,24,0,509.572,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,1.468810919,G$/GWp,219000,h,WINDOUT,24,0,83.4675,GWp,0.02,0.1,GWp,0.005,MAR
15,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,97.8985,GWp,0.02,0.1,GWp,0.005,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,304.402,GWp,0.02,0.1,GWp,0.005,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,9.891,GWp,0.02,0.1,GWp,0.005,KOR
18,1.328819901,G$/GWp,219000,h,WINDOUT,24,0,280.2885,GWp,0.02,0.1,GWp,0.005,EGY
19,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,213.171,GWp,0.02,0.1,GWp,0.005,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,881.58,GWp,0.02,0.1,GWp,0.005,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,208.4495,GWp,0.02,0.1,GWp,0.005,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,55.9615,GWp,0.02,0.1,GWp,0.005,PER
23,1.200680675,G$/GWp,262800,h,WINDOUT,24,0,78.861,GWp,0.02,0.1,GWp,0.005,CHL
24,1.477102461,G$/GWp,219000,h,WINDOUT,24,0,104.3845,GWp,0.02,0.1,GWp,0.005,FRA
25,1.471846359,G$/GWp,219000,h,WINDOUT,24,0,76.2755,GWp,0.02,0.1,GWp,0.005,DEU
26,1.191183189,G$/GWp,219000,h,WINDOUT,24,0,1707.173,GWp,0.02,0.1,GWp,0.005,USA
27,1.395283166,G$/GWp,219000,h,WINDOUT,24,0,1961.9645,GWp,0.02,0.1,GWp,0.005,RUS
28,1.09684,G$/GWp,219000,h,WINDOUT,24,0,1146.0855,GWp,0.02,0.1,GWp,0.005,CHN
29,1.402462151,G$/GWp,219000,h,WINDOUT,24,0,148.484,GWp,0.02,0.1,GWp,0.005,TUR
30,1.280747716,G$/GWp,219000,h,WINDOUT,24,0,19.3375,GWp,0.02,0.1,GWp,0.005,JPN
