region,group,scenario,2022,2030,2040,2050
RUS,0,high,0.1746618260307355,0.09479190541716241,0.07347575875486577,0.0521596120925686
RUS,1,high,0.1842611082805627,0.10000159705830039,0.07751393104950269,0.05502626504070586
RUS,2,high,0.19211511664654557,0.10426409926094345,0.08081791130135366,0.05737172334176314
RUS,3,high,0.19900668565602228,0.10800426946623326,0.08371701795499531,0.05942976644375521
RUS,4,high,0.2068169462422407,0.11224302901431477,0.08700259463586202,0.06176216025741985
RUS,5,high,0.21305874268713684,0.11563055673965728,0.08962835860619019,0.06362616047272686
RUS,6,high,0.2191028611171006,0.11891080128742329,0.09217096449631022,0.06543112770518937
RUS,7,high,0.2231169421257651,0.12108931044400378,0.09385958561357993,0.06662986078315869
RUS,8,high,0.2311227638215775,0.1254342042895693,0.09722742984676976,0.06902065540396946
RUS,9,high,0.24130511519679074,0.13096033733431262,0.10151088439550948,0.07206143145670833
