region,group,scenario,2022,2030,2040,2050
USA,0,high,8614303453.333334,8614303453.333334,8614303453.333334,8614303453.333334
USA,1,high,12269356300.0,12269356300.0,12269356300.0,12269356300.0
USA,2,high,13162480583.333332,13162480583.333332,13162480583.333332,13162480583.333332
USA,3,high,7634510966.666666,7634510966.666666,7634510966.666666,7634510966.666666
USA,4,high,12948471769.999998,12948471769.999998,12948471769.999998,12948471769.999998
USA,5,high,7289108063.333333,7289108063.333333,7289108063.333333,7289108063.333333
USA,6,high,3645108029.9999995,3645108029.9999995,3645108029.9999995,3645108029.9999995
USA,7,high,4372362086.666668,4372362086.666668,4372362086.666668,4372362086.666668
USA,8,high,6270065800.000001,6270065800.000001,6270065800.000001,6270065800.000001
USA,9,high,6128249813.333334,6128249813.333334,6128249813.333334,6128249813.333334
