region,group,scenario,2022,2030,2040,2050
AUS,0,high,258995000.0,258995000.0,258995000.0,258995000.0
AUS,1,high,374799000.0,374799000.0,374799000.0,374799000.0
AUS,2,high,409567000.0,409567000.0,409567000.0,409567000.0
AUS,3,high,364694000.0,364694000.0,364694000.0,364694000.0
AUS,4,high,647839000.0,647839000.0,647839000.0,647839000.0
AUS,5,high,572431000.0,572431000.0,572431000.0,572431000.0
AUS,6,high,746067000.0,746067000.0,746067000.0,746067000.0
AUS,7,high,1182532000.0,1182532000.0,1182532000.0,1182532000.0
AUS,8,high,940059000.0,940059000.0,940059000.0,940059000.0
AUS,9,high,2068389000.0,2068389000.0,2068389000.0,2068389000.0
