Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,CO2_Budget,4,4,0,720,1,0
1,RE_PV_Rooftop_Lim,4,4,0,720,1,0
2,RE_PV_Openfield_Lim,4,4,0,720,1,0
3,RE_WIND_Offshore_Lim,4,4,0,720,1,0
4,RE_WIND_Onshore_Lim,4,4,0,720,1,0
5,PP_CO2,4,4,0,720,1,0
6,BESS,4,4,0,720,1,0
7,EL_to_HTH,4,4,0,720,1,0
8,EL_to_NH3,4,4,0,720,1,0
9,NH3_Storage,4,4,0,720,1,0
10,NH3_to_EL,4,4,0,720,1,0
11,NH3_to_HTH,4,4,0,720,1,0
12,FF_to_HTH,4,4,0,720,1,0
13,EL_Demand,4,4,0,720,1,0
14,HTH_Demand,4,4,0,720,1,0
15,RE_PV_Rooftop_Lim,9,9,0,720,1,0
16,RE_PV_Openfield_Lim,9,9,0,720,1,0
17,RE_WIND_Onshore_Lim,9,9,0,720,1,0
18,PP_CO2,9,9,0,720,1,0
19,BESS,9,9,0,720,1,0
20,EL_to_HTH,9,9,0,720,1,0
21,EL_to_NH3,9,9,0,720,1,0
22,NH3_Storage,9,9,0,720,1,0
23,NH3_to_EL,9,9,0,720,1,0
24,NH3_to_HTH,9,9,0,720,1,0
25,FF_to_HTH,9,9,0,720,1,0
26,EL_Demand,9,9,0,720,1,0
27,HTH_Demand,9,9,0,720,1,0
28,RE_PV_Rooftop_Lim,7,7,0,720,1,0
29,RE_PV_Openfield_Lim,7,7,0,720,1,0
30,RE_WIND_Offshore_Lim,7,7,0,720,1,0
31,RE_WIND_Onshore_Lim,7,7,0,720,1,0
32,PP_CO2,7,7,0,720,1,0
33,BESS,7,7,0,720,1,0
34,EL_to_HTH,7,7,0,720,1,0
35,EL_to_NH3,7,7,0,720,1,0
36,NH3_Storage,7,7,0,720,1,0
37,NH3_to_EL,7,7,0,720,1,0
38,NH3_to_HTH,7,7,0,720,1,0
39,FF_to_HTH,7,7,0,720,1,0
40,EL_Demand,7,7,0,720,1,0
41,HTH_Demand,7,7,0,720,1,0
42,RE_PV_Rooftop_Lim,8,8,0,720,1,0
43,RE_PV_Openfield_Lim,8,8,0,720,1,0
44,RE_WIND_Offshore_Lim,8,8,0,720,1,0
45,RE_WIND_Onshore_Lim,8,8,0,720,1,0
46,PP_CO2,8,8,0,720,1,0
47,BESS,8,8,0,720,1,0
48,EL_to_HTH,8,8,0,720,1,0
49,EL_to_NH3,8,8,0,720,1,0
50,NH3_Storage,8,8,0,720,1,0
51,NH3_to_EL,8,8,0,720,1,0
52,NH3_to_HTH,8,8,0,720,1,0
53,FF_to_HTH,8,8,0,720,1,0
54,EL_Demand,8,8,0,720,1,0
55,HTH_Demand,8,8,0,720,1,0
56,EL_Transport,4,9,0,720,1,0
57,NH3_Transport,4,9,0,720,96,108
58,EL_Transport,4,7,0,720,1,0
59,NH3_Transport,4,7,0,720,96,108
60,EL_Transport,4,8,0,720,1,0
61,NH3_Transport,4,8,0,720,96,108
62,EL_Transport,9,7,0,720,1,0
63,NH3_Transport,9,7,0,720,96,108
64,EL_Transport,9,8,0,720,1,0
65,NH3_Transport,9,8,0,720,96,108
66,EL_Transport,7,8,0,720,1,0
67,NH3_Transport,7,8,0,720,96,108
