Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,7.427290945,G$/GWp,262800,h,WINDOUT,24,0,370.959,GWp,0.02,0.1,GWp,0.005,IDN
2,7.38309218,G$/GWp,262800,h,WINDOUT,24,0,57.662,GWp,0.02,0.1,GWp,0.005,MYS
3,7.311480502,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,0.02,0.1,GWp,0.005,BRN
4,6.299898695,G$/GWp,262800,h,WINDOUT,24,0,12.52,GWp,0.02,0.1,GWp,0.005,KHM
5,5.056954761,G$/GWp,219000,h,WINDOUT,24,0,73.27,GWp,0.02,0.1,GWp,0.005,MMR
6,4.395240783,G$/GWp,262800,h,WINDOUT,24,0,77.652,GWp,0.02,0.1,GWp,0.005,PHL
7,5.933180333,G$/GWp,262800,h,WINDOUT,24,0,54.163,GWp,0.02,0.1,GWp,0.005,THA
8,4.936831469,G$/GWp,262800,h,WINDOUT,24,0,127.81,GWp,0.02,0.1,GWp,0.005,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,0.02,0.1,GWp,0.005,LAO
10,4.113230432,G$/GWp,219000,h,WINDOUT,24,0,647.839,GWp,0.02,0.1,GWp,0.005,AUS
11,3.762793771,G$/GWp,219000,h,WINDOUT,24,0,22.248,GWp,0.02,0.1,GWp,0.005,SAU
12,3.9687167,G$/GWp,219000,h,WINDOUT,24,0,159.669,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,4.345576921,G$/GWp,219000,h,WINDOUT,24,0,34.934,GWp,0.02,0.1,GWp,0.005,MAR
15,4.292148575,G$/GWp,219000,h,WINDOUT,24,0,5.708,GWp,0.02,0.1,GWp,0.005,KEN
16,4.589256962,G$/GWp,219000,h,WINDOUT,24,0,190.948,GWp,0.02,0.1,GWp,0.005,ZAF
17,5.589658949,G$/GWp,262800,h,WINDOUT,24,0,54.589,GWp,0.02,0.1,GWp,0.005,KOR
18,3.565330506,G$/GWp,219000,h,WINDOUT,24,0,6.489,GWp,0.02,0.1,GWp,0.005,EGY
19,4.31762286,G$/GWp,219000,h,WINDOUT,24,0,20.405,GWp,0.02,0.1,GWp,0.005,NGA
20,4.938802841,G$/GWp,262800,h,WINDOUT,24,0,636.733,GWp,0.02,0.1,GWp,0.005,BRA
21,4.377837016,G$/GWp,262800,h,WINDOUT,24,0,15.547,GWp,0.02,0.1,GWp,0.005,COL
22,4.328792073,G$/GWp,262800,h,WINDOUT,24,0,40.107,GWp,0.02,0.1,GWp,0.005,PER
23,4.281512112,G$/GWp,262800,h,WINDOUT,24,0,125.591,GWp,0.02,0.1,GWp,0.005,CHL
24,3.708276183,G$/GWp,219000,h,WINDOUT,24,0,48.666,GWp,0.02,0.1,GWp,0.005,FRA
25,3.081961404,G$/GWp,219000,h,WINDOUT,24,0,5.954,GWp,0.02,0.1,GWp,0.005,DEU
26,4.04846327,G$/GWp,219000,h,WINDOUT,24,0,255.317,GWp,0.02,0.1,GWp,0.005,USA
27,3.934428684,G$/GWp,219000,h,WINDOUT,24,0,1242.414,GWp,0.02,0.1,GWp,0.005,RUS
28,3.078859125,G$/GWp,219000,h,WINDOUT,24,0,130.069,GWp,0.02,0.1,GWp,0.005,CHN
29,4.13316341,G$/GWp,219000,h,WINDOUT,24,0,11.095,GWp,0.02,0.1,GWp,0.005,TUR
30,5.278985368,G$/GWp,219000,h,WINDOUT,24,0,96.007,GWp,0.02,0.1,GWp,0.005,JPN
