region,group,scenario,2022,2030,2040,2050
MAR,0,high,2243.710964,2010.642475,1726.247869,1442.718536
MAR,1,high,2266.649818,2031.198525,1743.896376,1457.468346
MAR,2,high,2284.289749,2047.006085,1757.46804,1468.810919
MAR,3,high,2284.469752,2047.167389,1757.606529,1468.926662
MAR,4,high,2284.47439,2047.171546,1757.610098,1468.929644
MAR,5,high,2284.47439,2047.171546,1757.610098,1468.929644
MAR,6,high,2284.47439,2047.171546,1757.610098,1468.929644
MAR,7,high,2284.47439,2047.171546,1757.610098,1468.929644
MAR,8,high,2284.47439,2047.171546,1757.610098,1468.929644
MAR,9,high,2284.47439,2047.171546,1757.610098,1468.929644
