region,group,scenario,2022,2030,2040,2050
MAR,0,high,38312000,38312000,38312000,38312000
MAR,1,high,81062000,81062000,81062000,81062000
MAR,2,high,83467500,83467500,83467500,83467500
MAR,3,high,97720500,97720500,97720500,97720500
MAR,4,high,101794000,101794000,101794000,101794000
MAR,5,high,133938000,133938000,133938000,133938000
MAR,6,high,127998500,127998500,127998500,127998500
MAR,7,high,155218000,155218000,155218000,155218000
MAR,8,high,153415500,153415500,153415500,153415500
MAR,9,high,198373000,198373000,198373000,198373000
